Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# unaligned contigs	Unaligned length	# N's per 100 kbp	QuastReferenceSequence	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	Genome fraction (%)	Duplication ratio	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90	ToolName	QuastType	SRAssemblerUsed
T7-165_plasmid	38	33	20	9	4	2	423609	420186	382362	305994	230006	164313	38	101287	423609	2821	50.67	31.44	28513	101287	5034	101287	43206.6	6488026.7	4	1	20	1	38 + 0 part	423609	0.0	T7-165__pl_7																								PlaScope_assembly	IndividualPlasmids	spades
T7-180_plasmid	17	16	10	7	3	0	178425	177814	163272	142063	80098	0	17	26957	178425	127269	52.51	53.01	19671	26256	5299	17096	18753.7	26291.8	4	3	10	5	1 + 8 part	58267	0.0	T7-180__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	92.315	1.023	63.25	3.33	26957.0	120158.0	17096	26256	-	2420	14404.4	20194.3	4	3	-	7	PlaScope_assembly	IndividualPlasmids	spades
T7-180_plasmid	17	16	10	7	3	0	178425	177814	163272	142063	80098	0	17	26957	178425	64997	52.51	51.61	19671	26885	5299	26256	18753.7	51481.4	4	2	10	3	4 + 4 part	114545	0.0	T7-180__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.614	1.039	111.15	1.57	19671.0	63880.0	-	14883	-	1678	4384.1	12034.8	-	2	-	7	PlaScope_assembly	IndividualPlasmids	spades
T7-185_plasmid	24	19	14	5	1	1	240267	236638	227732	163459	108444	108444	24	108444	240267	121129	51.18	51.59	18573	108444	6474	18573	54342.1	107791.0	2	1	12	2	4 + 7 part	163580	0.0	T7-185__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	61.251	1.031	108.53	3.92	10994.0	76475.0	-	7475	-	-	2491.5	4941.9	-	7	-	-	PlaScope_assembly	IndividualPlasmids	spades
T7-185_plasmid	24	19	14	5	1	1	240267	236638	227732	163459	108444	108444	24	108444	240267	108311	51.18	49.24	18573	108444	6474	108444	54342.1	120547.5	2	1	12	1	23 + 0 part	131823	0.0	T7-185__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.001	0.0	1.84	108444.0	108444.0	-	108444	-	108444	48946.0	108577.2	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-185_plasmid	24	19	14	5	1	1	240267	236638	227732	163459	108444	108444	24	108444	240267	51589	51.18	52.99	18573	108444	6474	108444	54342.1	253089.2	2	1	12	1	6 + 10 part	188467	0.0	T7-185__pl_3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	94.809	1.05	89.61	3.9	18573.0	51334.0	-	15174	-	2238	2706.6	12605.6	-	2	-	5	PlaScope_assembly	IndividualPlasmids	spades
T7-181_plasmid	2	2	1	0	0	0	8989	8989	5262	0	0	0	2	5262	8989	5136	43.51	42.6	5262	5262	3727	5262	4625.6	8095.6	1	1	2	1	0 + 1 part	2835	0.0	T7-181__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	100.0	1.198	357.49	48.75	5262.0	6154.0	5262	5262	-	5262	3113.2	5448.7	1	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-181_plasmid	2	2	1	0	0	0	8989	8989	5262	0	0	0	2	5262	8989	3631	43.51	44.2	5262	5262	3727	5262	4625.6	11451.2	1	1	2	1	0 + 1 part	4370	0.0	T7-181__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	100.0	1.272	476.29	21.65	3727.0	4619.0	155	3727	-	3727	1578.2	3907.0	4	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-200_plasmid	19	18	14	8	4	0	257179	256578	246383	200841	149941	0	19	45452	257179	253627	45.82	46.09	26946	26946	6838	6838	26614.5	26987.2	4	4	12	12	3 + 0 part	18381	0.0	T7-200__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.103	1.001	0.0	0.0	45452.0	238798.0	26946	26946	3374	6382	26088.3	26453.6	4	4	13	12	PlaScope_assembly	IndividualPlasmids	spades
T7-200_plasmid	19	18	14	8	4	0	257179	256578	246383	200841	149941	0	19	45452	257179	5764	45.82	48.23	26946	45452	6838	45452	26614.5	1187487.6	4	1	12	1	16 + 3 part	248954	0.0	T7-200__pl_2	1.0	1.0	9788.0	0.0	0.0	0.0	1.0	100.0	1.427	1689.97	352.58	7036.0	8225.0	-	7036	-	7036	194.0	8656.0	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-200_plasmid	19	18	14	8	4	0	257179	256578	246383	200841	149941	0	19	45452	257179	5320	45.82	50.85	26946	45452	6838	45452	26614.5	1286593.7	4	1	12	1	17 + 1 part	251632	0.0	T7-200__pl_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.043	54.08	18.03	5437.0	5547.0	-	5437	-	5437	115.0	5558.8	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-213_plasmid	1	1	1	1	1	1	55027	55027	55027	55027	55027	55027	1	55027	55027	54690	52.97	53.04	55027	55027	55027	55027	55027.0	55366.1	1	1	1	1	0 + 0 part	0	0.0	T7-213__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.0	0.0	3.66	54700.0	54700.0	54700	54700	54700	54700	54374.9	54710.0	1	1	1	1	PlaScope_assembly	IndividualPlasmids	spades
T7-160_plasmid	26	23	17	10	4	2	393330	391442	377385	321974	241067	181184	26	115091	393330	314148	49.68	49.04	32052	66093	8012	13836	53499.6	66984.3	3	2	14	7	1 + 1 part	113430	0.0	T7-160__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	88.285	1.009	18.23	2.14	66093.0	279819.0	10801	15997	-	-	19818.7	24814.0	9	5	-	-	PlaScope_assembly	IndividualPlasmids	spades
T7-160_plasmid	26	23	17	10	4	2	393330	391442	377385	321974	241067	181184	26	115091	393330	132666	49.68	52.34	32052	115091	8012	66093	53499.6	158616.3	3	1	14	2	19 + 5 part	274850	0.0	T7-160__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.481	1.021	42.2	2.53	115091.0	118480.0	-	115091	-	-	33682.7	99862.8	-	1	-	-	PlaScope_assembly	IndividualPlasmids	spades
T7-211_plasmid	5	5	3	1	1	1	160448	160448	155187	137533	137533	137533	5	137533	160448	158207	51.18	51.29	137533	137533	9618	9618	118957.9	120642.9	1	1	2	2	1 + 0 part	3020	0.0	T7-211__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.816	1.0	0.64	1.92	136508.0	156403.0	136508	136508	9618	9618	117150.4	118809.8	1	1	2	2	PlaScope_assembly	IndividualPlasmids	spades
T7-211_plasmid	5	5	3	1	1	1	160448	160448	155187	137533	137533	137533	5	137533	160448	2893	51.18	47.87	137533	137533	9618	137533	118957.9	6597494.6	1	1	2	1	4 + 0 part	157428	0.0	T7-211__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.044	0.0	33.11	3020.0	3020.0	-	3020	-	3020	56.8	3152.6	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-189_plasmid	73	60	19	8	1	0	334594	325505	229821	154018	33964	0	73	33964	334594	215675	52.86	52.49	9052	18698	2067	7387	12397.2	19232.8	10	5	43	13	6 + 16 part	119109	0.0	T7-189__pl_1	2.0	2.0	9667.0	2.0	0.0	0.0	4.0	88.287	1.13	416.24	10.22	22422.0	215261.0	2431	6083	-	1228	6085.9	9441.5	24	9	-	40	PlaScope_assembly	IndividualPlasmids	spades
T7-189_plasmid	73	60	19	8	1	0	334594	325505	229821	154018	33964	0	73	33964	334594	98091	52.86	53.0	9052	22422	2067	19616	12397.2	42287.5	10	2	43	4	13 + 24 part	228500	0.0	T7-189__pl_2	0.0	0.0	0.0	2.0	0.0	0.0	5.0	85.314	1.268	757.82	22.62	14565.0	106094.0	-	3056	-	1014	1428.8	4873.6	-	9	-	31	PlaScope_assembly	IndividualPlasmids	spades
T7-189_plasmid	73	60	19	8	1	0	334594	325505	229821	154018	33964	0	73	33964	334594	70892	52.86	54.48	9052	22422	2067	20829	12397.2	58511.9	10	2	43	3	48 + 16 part	252803	0.0	T7-189__pl_3	0.0	0.0	0.0	2.0	0.0	0.0	1.0	98.659	1.169	636.07	11.01	33964.0	81752.0	-	18698	-	13696	5132.6	24224.6	-	2	-	3	PlaScope_assembly	IndividualPlasmids	spades
T7-189_plasmid	73	60	19	8	1	0	334594	325505	229821	154018	33964	0	73	33964	334594	8478	52.86	50.51	9052	33964	2067	33964	12397.2	489269.3	10	1	43	1	65 + 6 part	324735	0.0	T7-189__pl_4	0.0	0.0	0.0	0.0	0.0	0.0	1.0	100.0	1.163	121.72	0.0	5066.0	9859.0	-	5066	-	3664	117.5	4638.1	-	1	-	2	PlaScope_assembly	IndividualPlasmids	spades
T7-189_plasmid	73	60	19	8	1	0	334594	325505	229821	154018	33964	0	73	33964	334594	7218	52.86	51.68	9052	33964	2067	33964	12397.2	574677.9	10	1	43	1	65 + 6 part	325994	0.0	T7-189__pl_5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	100.0	1.191	139.53	0.0	3803.0	8600.0	-	3803	-	3664	84.0	3896.0	-	1	-	2	PlaScope_assembly	IndividualPlasmids	spades
T7-189_plasmid	73	60	19	8	1	0	334594	325505	229821	154018	33964	0	73	33964	334594	3544	52.86	55.22	9052	33964	2067	33964	12397.2	1170436.0	10	1	43	1	72 + 0 part	330923	0.0	T7-189__pl_6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.036	0.0	27.24	3671.0	3671.0	-	3671	-	3671	40.3	3802.6	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-209_plasmid	7	7	6	6	4	3	314061	314061	310825	310825	267477	223651	7	107863	314061	157222	50.02	49.59	61170	107863	21740	61170	67598.5	135032.3	2	1	5	2	2 + 0 part	162481	0.0	T7-209__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.411	1.0	0.0	0.0	61170.0	151580.0	-	43826	-	21608	21054.8	42058.3	-	2	-	4	PlaScope_assembly	IndividualPlasmids	spades
T7-209_plasmid	7	7	6	6	4	3	314061	314061	310825	310825	267477	223651	7	107863	314061	107736	50.02	49.39	61170	107863	21740	107863	67598.5	197056.2	2	1	5	1	5 + 1 part	205679	0.0	T7-209__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.006	35.98	0.92	107863.0	108382.0	-	107863	-	107863	37046.0	107992.6	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-209_plasmid	7	7	6	6	4	3	314061	314061	310825	310825	267477	223651	7	107863	314061	54288	50.02	52.77	61170	107863	21740	107863	67598.5	391063.3	2	1	5	1	6 + 0 part	259443	0.0	T7-209__pl_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.952	1.0	0.0	0.0	54262.0	54262.0	-	54262	-	54262	9375.1	54236.0	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-220_plasmid	6	5	3	3	2	2	299038	298506	295454	295454	283147	283147	6	175150	299038	190998	50.5	51.11	175150	175150	107997	175150	142113.3	222501.2	1	1	2	1	0 + 1 part	107411	0.0	T7-220__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.913	1.004	10.44	0.52	175150.0	191627.0	175150	175150	-	175150	103111.5	161437.7	1	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-220_plasmid	6	5	3	3	2	2	299038	298506	295454	295454	283147	283147	6	175150	299038	107870	50.5	49.44	175150	175150	107997	175150	142113.3	393967.5	1	1	2	1	4 + 1 part	190455	0.0	T7-220__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.007	18.42	0.92	107997.0	108583.0	-	107997	-	107997	39004.1	108127.3	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-240_plasmid	1	1	0	0	0	0	4352	4352	0	0	0	0	1	4352	4352	4225	45.04	44.99	4352	4352	4352	4352	4352.0	4482.8	1	1	1	1	0 + 0 part	0	0.0	T7-240__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.03	0.0	22.98	4352.0	4352.0	4352	4352	4352	4352	4352.0	4482.8	1	1	1	1	PlaScope_assembly	IndividualPlasmids	spades
T7-225_plasmid	21	16	11	6	2	1	245382	241463	228943	188319	127192	80963	21	80963	245382	182766	51.62	51.12	46229	46229	7562	13432	40880.3	54885.9	2	2	10	5	0 + 1 part	80286	0.0	T7-225__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.038	1.003	3.63	0.0	46229.0	165096.0	9557	13432	-	677	14168.6	19022.9	7	4	-	20	PlaScope_assembly	IndividualPlasmids	spades
T7-225_plasmid	21	16	11	6	2	1	245382	241463	228943	188319	127192	80963	21	80963	245382	81357	51.62	52.97	46229	80963	7562	80963	40880.3	123299.5	2	1	10	1	16 + 4 part	163860	0.0	T7-225__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.516	1.007	6.13	0.0	80963.0	81522.0	-	80963	-	80963	26713.8	80572.0	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-262_plasmid	5	5	5	5	2	0	111254	111254	111254	111254	68153	0	5	38753	111254	113996	51.85	51.88	29400	29400	11760	11760	27191.7	26537.7	2	2	5	5	0 + 0 part	0	0.0	T7-262__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.59	1.0	0.0	0.9	38753.0	111254.0	29400	29400	11760	11760	27191.7	26537.7	2	2	5	5	PlaScope_assembly	IndividualPlasmids	spades
T7-259_plasmid	4	4	3	3	3	1	204199	204199	203199	203199	203199	119404	4	119404	204199	208489	52.96	53.0	119404	119404	38957	38957	87103.3	85311.0	1	1	3	3	0 + 0 part	0	0.0	T7-259__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.942	1.0	0.0	0.0	119404.0	204199.0	119404	119404	38957	38957	87103.3	85311.0	1	1	3	3	PlaScope_assembly	IndividualPlasmids	spades
T7-273_plasmid	9	7	5	4	1	1	129419	128144	123237	117347	65680	65680	9	65680	129419	126665	49.82	50.0	65680	65680	14198	14198	40694.2	41579.0	1	1	4	4	1 + 0 part	5890	0.0	T7-273__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.346	0.999	2.44	1.62	65680.0	123195.0	65680	65680	14198	14198	40423.4	41302.3	1	1	4	4	PlaScope_assembly	IndividualPlasmids	spades
T7-273_plasmid	9	7	5	4	1	1	129419	128144	123237	117347	65680	65680	9	65680	129419	5763	49.82	48.22	65680	65680	14198	65680	40694.2	913865.8	1	1	4	1	8 + 0 part	123529	0.0	T7-273__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.0	0.0	0.0	5763.0	5763.0	-	5763	-	5763	256.6	5763.0	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-267_plasmid	33	30	20	9	5	3	490926	488832	465067	376936	313618	252021	33	108347	490926	374747	49.78	49.13	62182	81492	7756	15812	52916.1	69321.1	3	2	17	7	2 + 3 part	222123	0.0	T7-267__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	71.366	1.005	8.93	0.0	62182.0	268803.0	5188	9016	-	-	13728.6	17984.7	17	10	-	-	PlaScope_assembly	IndividualPlasmids	spades
T7-267_plasmid	33	30	20	9	5	3	490926	488832	465067	376936	313618	252021	33	108347	490926	132671	49.78	52.34	62182	108347	7756	81492	52916.1	195806.7	3	1	17	2	24 + 5 part	374870	0.0	T7-267__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.487	1.011	26.71	0.86	81492.0	116056.0	-	81492	-	-	15277.1	56530.1	-	1	-	-	PlaScope_assembly	IndividualPlasmids	spades
T7-267_plasmid	33	30	20	9	5	3	490926	488832	465067	376936	313618	252021	33	108347	490926	108220	49.78	49.18	62182	108347	7756	108347	52916.1	240046.8	3	1	17	1	32 + 0 part	382579	0.0	T7-267__pl_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.001	0.0	0.92	108347.0	108347.0	-	108347	-	108347	23912.1	108474.1	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-289_plasmid	11	11	8	5	4	1	191141	191141	186508	166128	148359	53772	11	53772	191141	137499	51.66	51.68	29264	39660	8325	25663	33729.9	46888.8	3	2	6	4	2 + 1 part	58822	0.0	T7-289__pl_1	1.0	1.0	29264.0	0.0	0.0	0.0	0.0	95.396	1.009	11.34	0.76	39660.0	132319.0	17769	24675	-	5046	17302.9	24053.2	4	3	-	7	PlaScope_assembly	IndividualPlasmids	spades
T7-242_plasmid	33	29	16	13	4	1	339169	336520	306831	285105	149965	51240	33	51240	339169	235401	52.28	52.25	23620	32994	5967	19320	24936.8	35929.4	5	3	16	7	2 + 6 part	111994	0.0	T7-242__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	92.557	1.043	117.97	9.24	51240.0	227178.0	10037	14478	-	1893	14735.9	21231.7	9	5	-	18	PlaScope_assembly	IndividualPlasmids	spades
T7-242_plasmid	33	29	16	13	4	1	339169	336520	306831	285105	149965	51240	33	51240	339169	67383	52.28	53.91	23620	51240	5967	39041	24936.8	125518.4	5	1	16	2	23 + 2 part	263417	0.0	T7-242__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	99.999	1.122	284.35	23.81	39041.0	75611.0	-	39041	-	26690	6632.9	33386.4	-	1	-	2	PlaScope_assembly	IndividualPlasmids	spades
T7-242_plasmid	33	29	16	13	4	1	339169	336520	306831	285105	149965	51240	33	51240	339169	48767	52.28	52.33	23620	51240	5967	51240	24936.8	173433.0	5	1	16	1	22 + 7 part	292471	0.0	T7-242__pl_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.895	1.02	27.84	0.0	32994.0	46698.0	-	32994	-	2178	3492.6	24290.6	-	1	-	3	PlaScope_assembly	IndividualPlasmids	spades
T7-242_plasmid	33	29	16	13	4	1	339169	336520	306831	285105	149965	51240	33	51240	339169	5840	52.28	48.53	23620	51240	5967	51240	24936.8	1448254.5	5	1	16	1	30 + 2 part	332015	0.0	T7-242__pl_4	0.0	0.0	0.0	0.0	0.0	0.0	1.0	100.0	1.225	489.24	13.98	5967.0	7154.0	-	5967	-	5967	106.1	6162.1	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-242_plasmid	33	29	16	13	4	1	339169	336520	306831	285105	149965	51240	33	51240	339169	3733	52.28	44.63	23620	51240	5967	51240	24936.8	2265686.1	5	1	16	1	31 + 1 part	334410	0.0	T7-242__pl_5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	100.0	1.275	504.31	21.01	3860.0	4759.0	-	3860	-	3860	44.8	4071.3	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-290_plasmid	10	10	8	5	2	0	125982	125982	122744	103179	52399	0	10	26770	125982	125101	49.39	49.57	24040	24040	6497	6497	19403.8	19540.5	3	3	7	7	1 + 0 part	6048	0.0	T7-290__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.87	1.0	3.34	0.0	26770.0	119934.0	24040	24040	6497	6497	19113.5	19248.1	3	3	7	7	PlaScope_assembly	IndividualPlasmids	spades
T7-290_plasmid	10	10	8	5	2	0	125982	125982	122744	103179	52399	0	10	26770	125982	5921	49.39	49.03	24040	26770	6497	26770	19403.8	412858.1	3	1	7	1	9 + 0 part	119934	0.0	T7-290__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.021	0.0	16.53	6048.0	6048.0	-	6048	-	6048	290.3	6177.7	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-292_plasmid	8	8	5	4	2	2	182490	182490	172274	164350	130831	130831	8	77831	182490	4268	52.29	43.72	53000	77831	15645	77831	52224.9	2233019.6	2	1	4	1	6 + 1 part	177881	0.0	T7-292__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.08	65.09	21.7	4395.0	4609.0	-	4395	-	4395	106.1	4536.5	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-292_plasmid	8	8	5	4	2	2	182490	182490	172274	164350	130831	130831	8	77831	182490	3317	52.29	46.28	53000	77831	15645	77831	52224.9	2873237.1	2	1	4	1	6 + 1 part	178852	0.0	T7-292__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.058	85.45	0.0	3317.0	3511.0	-	3317	-	3317	60.5	3328.3	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-326_plasmid	7	7	5	3	3	2	180809	180809	176525	162452	162452	124698	7	73909	180809	216251	52.02	52.14	50789	50789	7052	-	52960.5	44280.7	2	2	4	-	1 + 0 part	1907	0.0	T7-326__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.726	1.0	0.0	0.56	73909.0	178902.0	50789	50789	7052	-	52940.4	44263.9	2	2	4	-	PlaScope_assembly	IndividualPlasmids	spades
T7-326_plasmid	7	7	5	3	3	2	180809	180809	176525	162452	162452	124698	7	73909	180809	1780	52.02	56.57	50789	73909	7052	73909	52960.5	5379628.8	2	1	4	1	6 + 0 part	178902	0.0	T7-326__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.071	0.0	52.44	1907.0	1907.0	-	1907	-	1907	20.1	2043.1	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-335_plasmid	1	1	1	1	1	1	155622	155622	155622	155622	155622	155622	1	155622	155622	154769	51.22	51.21	155622	155622	155622	155622	155622.0	156479.7	1	1	1	1	0 + 0 part	0	0.0	T7-335__pl_1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	100.0	1.006	0.64	1.29	155622.0	155622.0	155622	155622	155622	155622	155622.0	156479.7	1	1	1	1	PlaScope_assembly	IndividualPlasmids	spades
T7-296_plasmid	41	37	13	9	5	0	339076	336728	283959	254952	193419	0	41	46306	339076	224439	51.88	51.9	27875	41576	2920	18521	26810.7	40504.8	5	3	19	6	3 + 7 part	143473	0.0	T7-296__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	85.442	1.02	57.77	1.02	45844.0	195603.0	2404	14244	-	-	12041.5	18191.9	14	5	-	-	PlaScope_assembly	IndividualPlasmids	spades
T7-296_plasmid	41	37	13	9	5	0	339076	336728	283959	254952	193419	0	41	46306	339076	116997	51.88	53.33	27875	45844	2920	41576	26810.7	77701.6	5	2	19	3	20 + 13 part	226800	0.0	T7-296__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	2.0	92.354	1.037	110.68	0.89	46306.0	112036.0	-	41576	-	2454	11709.7	33936.5	-	2	-	6	PlaScope_assembly	IndividualPlasmids	spades
T7-296_plasmid	41	37	13	9	5	0	339076	336728	283959	254952	193419	0	41	46306	339076	32768	51.88	48.46	27875	46306	2920	46306	26810.7	277430.7	5	1	19	1	33 + 6 part	305402	0.0	T7-296__pl_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.028	0.0	2.97	31818.0	33674.0	-	31818	-	31818	2989.2	30931.6	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-296_plasmid	41	37	13	9	5	0	339076	336728	283959	254952	193419	0	41	46306	339076	4809	51.88	46.27	27875	46306	2920	46306	26810.7	1890382.4	5	1	19	1	40 + 0 part	334140	0.0	T7-296__pl_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.026	0.0	20.26	4936.0	4936.0	-	4936	-	4936	71.9	5066.4	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-296_plasmid	41	37	13	9	5	0	339076	336728	283959	254952	193419	0	41	46306	339076	1917	51.88	51.43	27875	46306	2920	46306	26810.7	4742227.0	5	1	19	1	40 + 0 part	337032	0.0	T7-296__pl_5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.066	0.0	48.92	2044.0	2044.0	-	2044	-	2044	12.3	2179.4	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-393_plasmid	14	13	10	7	1	1	231609	230974	223156	199586	108220	108220	14	108220	231609	129768	50.68	51.94	24673	108220	8025	24673	58042.9	103594.5	2	1	9	2	1 + 0 part	108220	0.0	T7-393__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.986	1.001	0.0	0.0	24673.0	123389.0	3064	13702	-	3064	7476.7	13344.4	10	4	-	10	PlaScope_assembly	IndividualPlasmids	spades
T7-393_plasmid	14	13	10	7	1	1	231609	230974	223156	199586	108220	108220	14	108220	231609	108093	50.68	49.4	24673	108220	8025	108220	58042.9	124367.4	2	1	9	1	13 + 0 part	123389	0.0	T7-393__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.001	0.0	0.92	108220.0	108220.0	-	108220	-	108220	50566.1	108347.1	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
T7-349_plasmid	30	24	13	10	1	0	258635	254344	222198	201231	46775	0	30	46775	258635	192171	51.43	51.49	18287	18506	4443	13757	20416.1	27477.1	5	4	16	8	4 + 7 part	86827	0.0	T7-349__pl_1	1.0	1.0	2059.0	0.0	0.0	0.0	1.0	88.559	1.01	22.7	0.58	46775.0	171808.0	13076	16660	-	-	15296.4	20586.8	6	4	-	-	PlaScope_assembly	IndividualPlasmids	spades
T7-349_plasmid	30	24	13	10	1	0	258635	254344	222198	201231	46775	0	30	46775	258635	85866	51.43	52.81	18287	46775	4443	23528	20416.1	61494.8	5	1	16	3	6 + 11 part	175649	0.0	T7-349__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.163	1.042	133.41	1.21	24998.0	82455.0	-	18287	-	1135	4850.3	14609.4	-	2	-	10	PlaScope_assembly	IndividualPlasmids	spades
T7-349_plasmid	30	24	13	10	1	0	258635	254344	222198	201231	46775	0	30	46775	258635	6906	51.43	49.2	18287	46775	4443	46775	20416.1	764597.5	5	1	16	1	20 + 8 part	250650	0.0	T7-349__pl_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.358	1.227	360.53	26.71	6099.0	7489.0	-	6099	-	270	144.8	5421.4	-	1	-	2	PlaScope_assembly	IndividualPlasmids	spades
T7-349_plasmid	30	24	13	10	1	0	258635	254344	222198	201231	46775	0	30	46775	258635	5285	51.43	45.2	18287	46775	4443	46775	20416.1	999112.7	5	1	16	1	25 + 4 part	253418	0.0	T7-349__pl_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.068	1.174	325.86	38.34	4443.0	5217.0	-	4443	-	214	77.0	3768.1	-	1	-	3	PlaScope_assembly	IndividualPlasmids	spades
T7-349_plasmid	30	24	13	10	1	0	258635	254344	222198	201231	46775	0	30	46775	258635	4667	51.43	51.3	18287	46775	4443	46775	20416.1	1131414.3	5	1	16	1	27 + 2 part	253258	0.0	T7-349__pl_5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.152	427.75	55.79	4794.0	5377.0	-	4794	-	4794	89.5	4961.1	-	1	-	1	PlaScope_assembly	IndividualPlasmids	spades
