#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq	SampleID
KP_NORM_URN_109342__pl_1	1	115615	51084	115615	100	97.6974	35.6	54	KP_NORM_URN_109342
KP_NORM_BLD_112596__chr	1	5216146	1139754	5215922	99.9957	42.3433	35.5	55.4	KP_NORM_BLD_112596
KP_NORM_BLD_112596__pl_1	1	166371	76469	166371	100	86.9533	36.1	54.6	KP_NORM_BLD_112596
KP_NORM_BLD_112596__pl_2	1	61256	25132	61256	100	77.5343	36.2	53	KP_NORM_BLD_112596
KP_NORM_BLD_112596__pl_3	1	4593	12860	4593	100	484.967	36.4	54.7	KP_NORM_BLD_112596
KP_NORM_BLD_110772__chr	1	5282656	797500	5282320	99.9936	30.348	33.1	55.9	KP_NORM_BLD_110772
KP_NORM_BLD_110772__pl_1	1	129565	40438	129565	100	61.0006	34	52.7	KP_NORM_BLD_110772
KP_NORM_BLD_110772__pl_2	1	10206	4798	10203	99.9706	90.0908	34.1	34.6	KP_NORM_BLD_110772
KP_NORM_BLD_112590__chr	1	5208626	1171161	5208559	99.9987	43.8311	35.1	54.9	KP_NORM_BLD_112590
KP_NORM_BLD_112590__pl_1	1	235158	89306	235158	100	72.7875	35.6	51	KP_NORM_BLD_112590
KP_NORM_BLD_111588__chr	1	5265303	902384	5265061	99.9954	36.8095	30.8	57	KP_NORM_BLD_111588
KP_NORM_BLD_111588__pl_1	1	181661	33761	181661	100	39.7549	31.4	55.6	KP_NORM_BLD_111588
KP_NORM_BLD_111588__pl_2	1	2667	13207	2667	100	1007.5	32	56.2	KP_NORM_BLD_111588
KP_NORM_BLD_111598__chr	1	5426082	862838	5425260	99.9849	27.186	36.6	52.6	KP_NORM_BLD_111598
KP_NORM_BLD_111598__pl_1	1	237073	51899	237042	99.9869	36.6099	37.1	46.8	KP_NORM_BLD_111598
KP_NORM_BLD_111598__pl_2	1	107734	20490	107734	100	32.2525	37.1	53.9	KP_NORM_BLD_111598
KP_NORM_BLD_111598__pl_3	1	5840	13538	5840	100	346.185	37.3	51.6	KP_NORM_BLD_111598
KP_NORM_URN_2012_81428__chr	1	5416588	1215384	5416093	99.9909	52.2374	34.5	57.6	KP_NORM_URN_2012_81428
KP_NORM_URN_2012_81428__pl_1	1	224330	74469	224330	100	77.0779	35.1	50.9	KP_NORM_URN_2012_81428
KP_NORM_URN_2012_81428__pl_2	1	144980	60342	144963	99.9883	96.3151	35.1	47.1	KP_NORM_URN_2012_81428
KP_NORM_URN_2012_81428__pl_3	1	68156	84944	68156	100	289.196	34.9	48.2	KP_NORM_URN_2012_81428
KP_NORM_URN_2012_81428__pl_4	1	3991	21653	3991	100	1198.19	35.9	57.4	KP_NORM_URN_2012_81428
KP_NORM_URN_2012_81416__chr	1	5301067	503546	5300814	99.9952	22.5522	34.4	58.3	KP_NORM_URN_2012_81416
KP_NORM_URN_2012_81416__pl_1	1	269660	32794	269660	100	28.9189	35	57	KP_NORM_URN_2012_81416
KP_NORM_URN_2012_81416__pl_2	1	4106	8359	4106	100	463.6	35.8	58.1	KP_NORM_URN_2012_81416
KP_NORM_URN_113027__chr	1	5230001	1518444	5230001	100	77.2016	35.2	57.7	KP_NORM_URN_113027
KP_NORM_URN_113027__pl_1	1	159268	55432	159268	100	92.331	35.5	57	KP_NORM_URN_113027
KP_NORM_URN_114421__chr	1	5368810	2087616	5368810	100	81.8048	35.4	55.7	KP_NORM_URN_114421
KP_NORM_URN_114421__pl_1	1	142040	57555	142040	100	85.1698	35.6	53.4	KP_NORM_URN_114421
KP_NORM_URN_114421__pl_2	1	109468	34870	109468	100	67.4477	35.8	55.9	KP_NORM_URN_114421
KP_NORM_URN_114421__pl_3	1	10122	6462	10122	100	134.617	35.4	56.4	KP_NORM_URN_114421
KP_NORM_URN_114421__pl_4	1	3544	6130	3544	100	360.87	35.5	56.2	KP_NORM_URN_114421
KP_NORM_BLD_63815__chr	1	5356615	1840450	5356394	99.9959	82.8559	34.8	56.4	KP_NORM_BLD_63815
KP_NORM_BLD_63815__pl_1	1	396849	142357	396752	99.9756	84.2619	35.2	55.7	KP_NORM_BLD_63815
KP_NORM_URN_107976__chr	1	5274835	1705191	5274835	100	64.5657	34.1	55.4	KP_NORM_URN_107976
KP_NORM_URN_107976__pl_1	1	221142	100604	221142	100	90.9796	34.6	51.6	KP_NORM_URN_107976
KP_NORM_URN_107976__pl_2	1	211963	39463	211963	100	37.2202	35.3	56.3	KP_NORM_URN_107976
KP_NORM_URN_107976__pl_3	1	34303	20657	31386	91.4964	125.192	34.9	1.21	KP_NORM_URN_107976
KP_NORM_URN_107976__pl_4	1	5764	4963	5764	100	182.299	34.9	6.4	KP_NORM_URN_107976
KP_NORM_URN_107976__pl_5	1	3407	23298	3407	100	1406.19	35.2	49.5	KP_NORM_URN_107976
KP_NORM_BLD_70__chr	1	5267487	1054105	5266752	99.986	46.55	31.6	58	KP_NORM_BLD_70
KP_NORM_BLD_70__pl_1	1	123712	38430	123712	100	72.7271	32.4	54.1	KP_NORM_BLD_70
KP_NORM_BLD_70__pl_2	1	99187	42807	99187	100	100.074	32.1	54.2	KP_NORM_BLD_70
KP_NORM_BLD_70__pl_3	1	4849	10165	4849	100	463.869	33.3	57.4	KP_NORM_BLD_70
KP_NORM_BLD_70__pl_4	1	3478	9383	3478	100	606.57	33.2	57.6	KP_NORM_BLD_70
KP_NORM_URN_106487__chr	1	5745911	951191	5745911	100	35.8599	34.5	56.1	KP_NORM_URN_106487
KP_NORM_URN_106487__pl_1	1	99860	28217	99860	100	61.8608	34.9	55.1	KP_NORM_URN_106487
KP_NORM_BLD_63801__chr	1	5251650	1681876	5251319	99.9937	77.5913	33.9	56.7	KP_NORM_BLD_63801
KP_NORM_BLD_63801__pl_1	1	188410	74410	188410	100	94.2638	34.2	54.4	KP_NORM_BLD_63801
KP_NORM_BLD_63801__pl_2	1	112037	34253	112037	100	72.9563	34.5	57.1	KP_NORM_BLD_63801
KP_NORM_BLD_63801__pl_3	1	75140	45890	75140	100	144.126	34.4	52.5	KP_NORM_BLD_63801
KP_NORM_BLD_63801__pl_4	1	3675	47752	3675	100	2778.55	34.9	56.1	KP_NORM_BLD_63801
KP_NORM_BLD_63839__chr	1	5126950	1790476	5126875	99.9985	83.3754	34.3	56.6	KP_NORM_BLD_63839
KP_NORM_BLD_63839__pl_1	1	187904	70264	187904	100	88.1344	34.6	56	KP_NORM_BLD_63839
KP_NORM_BLD_63839__pl_2	1	84437	40254	84437	100	110.857	34.6	56.1	KP_NORM_BLD_63839
KP_NORM_BLD_63839__pl_3	1	61018	47298	61018	100	182.897	34.6	57.2	KP_NORM_BLD_63839
KP_NORM_BLD_63839__pl_4	1	5791	20293	5791	100	751.999	35.1	56.3	KP_NORM_BLD_63839
KP_NORM_BLD_63839__pl_5	1	4261	34326	4261	100	1640.63	35.3	55.9	KP_NORM_BLD_63839
KP_NORM_BLD_63395__chr	1	5239359	1621123	5239336	99.9996	61.7806	33.8	54.1	KP_NORM_BLD_63395
KP_NORM_BLD_63395__pl_1	1	163036	53495	163036	100	63.2774	34.3	47.9	KP_NORM_BLD_63395
KP_NORM_BLD_63395__pl_2	1	78165	34922	78165	100	82.5829	34.6	51.1	KP_NORM_BLD_63395
KP_NORM_BLD_63395__pl_3	1	4667	14994	4667	100	535.219	34.6	49.8	KP_NORM_BLD_63395
KP_NORM_URN_2014_96612__chr	1	5374377	10200170	5374377	100	238.076	37.9	58.9	KP_NORM_URN_2014_96612
KP_NORM_URN_2014_96612__pl_1	1	226270	710940	226270	100	394.155	38	55.8	KP_NORM_URN_2014_96612
KP_NORM_URN_2014_96612__pl_2	1	56806	218960	56806	100	483.006	38	48.1	KP_NORM_URN_2014_96612
KP_NORM_URN_2014_96612__pl_3	1	10077	72668	10077	100	897.902	37.8	59.6	KP_NORM_URN_2014_96612
KP_NORM_URN_2014_96612__pl_4	1	4125	96303	4125	100	2877.06	37.6	59.3	KP_NORM_URN_2014_96612
KP_NORM_URN_2014_97671__chr	1	5325600	14853663	5325600	100	350.798	37.6	59.2	KP_NORM_URN_2014_97671
KP_NORM_URN_2014_97671__pl_1	1	220388	808247	220388	100	461.082	37.7	58.2	KP_NORM_URN_2014_97671
KP_NORM_URN_2014_97671__pl_2	1	76678	513373	76678	100	841.247	37.7	57.7	KP_NORM_URN_2014_97671
KP_NORM_URN_2014_97671__pl_3	1	4074	168853	4074	100	5121.18	37.9	59.2	KP_NORM_URN_2014_97671
KP_NORM_BLD_62926__chr	1	5194611	880380	5194243	99.9929	37.3121	33	56.7	KP_NORM_BLD_62926
KP_NORM_BLD_62934__chr	1	5301360	732571	5300869	99.9907	32.1198	32.9	57.5	KP_NORM_BLD_62934
KP_NORM_BLD_62638__chr	1	5297684	1198496	5296641	99.9803	44.4325	34.9	55.7	KP_NORM_BLD_62638
KP_NORM_BLD_62638__pl_1	1	81806	32453	81806	100	75.5789	35.7	52.3	KP_NORM_BLD_62638
KP_NORM_BLD_62649__chr	1	5235031	1039082	5234711	99.9939	42.9463	34.6	56.1	KP_NORM_BLD_62649
KP_NORM_BLD_62649__pl_1	1	139211	24874	139211	100	38.1175	34.9	54.2	KP_NORM_BLD_62649
KP_NORM_BLD_62202__chr	1	5086381	1342101	5086220	99.9968	67.757	33.7	56.8	KP_NORM_BLD_62202
KP_NORM_BLD_62202__pl_1	1	205233	72236	205233	100	89.143	34	46.3	KP_NORM_BLD_62202
KP_NORM_BLD_62202__pl_2	1	20797	5455	20726	99.6586	65.9322	34.1	1.01	KP_NORM_BLD_62202
KP_NORM_BLD_62202__pl_3	1	5456	21063	5456	100	932.044	34.5	57.3	KP_NORM_BLD_62202
KP_NORM_BLD_62486__chr	1	5562745	2325795	5562661	99.9985	96.2341	34.7	56.5	KP_NORM_BLD_62486
KP_NORM_BLD_62486__pl_1	1	41792	38698	41792	100	202.761	35.1	53.8	KP_NORM_BLD_62486
KP_NORM_BLD_61444__chr	1	5560656	2088065	5560656	100	78.4668	33.1	55.8	KP_NORM_BLD_61444
KP_NORM_BLD_62504__chr	1	5104501	1882377	5103556	99.9815	75.0506	33.8	55.6	KP_NORM_BLD_62504
KP_NORM_BLD_62504__pl_1	1	175016	45968	174931	99.9514	52.0238	34.9	45.7	KP_NORM_BLD_62504
KP_NORM_BLD_62504__pl_2	1	146059	82022	146059	100	108.987	34.5	48.3	KP_NORM_BLD_62504
KP_NORM_BLD_62504__pl_3	1	39438	36107	39438	100	183.927	34.5	47.9	KP_NORM_BLD_62504
KP_NORM_BLD_62504__pl_4	1	1263	208	1236	97.8622	30.0728	34.1	0.62	KP_NORM_BLD_62504
KP_NORM_BLD_61894__chr	1	5322844	820967	5322761	99.9984	33.0259	34.7	56.4	KP_NORM_BLD_61894
KP_NORM_BLD_61894__pl_1	1	187533	45134	187531	99.9989	51.1832	35.3	52.7	KP_NORM_BLD_61894
KP_NORM_BLD_61894__pl_2	1	116168	54583	116168	100	99.9176	35.2	54.7	KP_NORM_BLD_61894
KP_NORM_BLD_61459__chr	1	5285305	2380448	5285305	100	100.048	35.4	56.5	KP_NORM_BLD_61459
KP_NORM_BLD_61459__pl_1	1	139007	65167	139007	100	103.792	35.9	56.5	KP_NORM_BLD_61459
KP_NORM_BLD_61273__chr	1	5199578	1178913	5199421	99.997	51.185	34.1	56.2	KP_NORM_BLD_61273
KP_NORM_BLD_61273__pl_1	1	259982	37700	259816	99.9361	31.2739	34.7	50.5	KP_NORM_BLD_61273
KP_NORM_BLD_61273__pl_2	1	220652	67096	220652	100	65.9095	34.5	47.8	KP_NORM_BLD_61273
KP_NORM_URN_57002__chr	1	5190412	2216392	5190412	100	82.438	33.1	56	KP_NORM_URN_57002
KP_NORM_URN_57002__pl_1	1	164380	60990	164380	100	71.6219	33.8	55.7	KP_NORM_URN_57002
KP_NORM_BLD_61886__chr	1	5454094	1377312	5454001	99.9983	55.602	34.8	56.9	KP_NORM_BLD_61886
KP_NORM_BLD_62164__chr	1	5226802	1432687	5226657	99.9972	68.0678	34.7	56.8	KP_NORM_BLD_62164
KP_NORM_BLD_62164__pl_1	1	6768	15798	6768	100	522.847	35.3	56.5	KP_NORM_BLD_62164
KP_NORM_BLD_62164__pl_2	1	3309	13710	3309	100	871.674	35.7	56.1	KP_NORM_BLD_62164
KP_NORM_URN_56847__chr	1	5532952	1012665	5532952	100	49.23	35	58	KP_NORM_URN_56847
KP_NORM_URN_56847__pl_1	1	172282	32705	172282	100	50.9601	35.3	57.9	KP_NORM_URN_56847
KP_NORM_URN_56847__pl_2	1	58638	21003	58638	100	95.8721	35.2	55.7	KP_NORM_URN_56847
KP_NORM_URN_56534__chr	1	5325537	1502989	5325537	100	62.3481	35.5	56.3	KP_NORM_URN_56534
KP_NORM_URN_56534__pl_1	1	107178	28509	107178	100	59.2449	36.2	57.2	KP_NORM_URN_56534
KP_NORM_URN_56534__pl_2	1	2789	6780	2789	100	530.517	36.4	56.8	KP_NORM_URN_56534
KP_NORM_BLD_60874__chr	1	5252942	1263550	5252304	99.9879	60.3507	34.6	56.7	KP_NORM_BLD_60874
KP_NORM_BLD_60874__pl_1	1	118065	37799	118051	99.9881	78.2634	35.1	55.4	KP_NORM_BLD_60874
KP_NORM_BLD_60429__chr	1	5291908	936311	5291311	99.9887	39.3063	34.8	56.1	KP_NORM_BLD_60429
KP_NORM_BLD_60429__pl_1	1	301218	91329	301207	99.9963	67.1802	35.3	51.5	KP_NORM_BLD_60429
KP_NORM_BLD_60429__pl_2	1	110897	26302	110897	100	52.4123	35.7	56.4	KP_NORM_BLD_60429
KP_NORM_BLD_60429__pl_3	1	86425	30902	86425	100	78.5861	35.6	54.8	KP_NORM_BLD_60429
KP_NORM_BLD_60429__pl_4	1	57573	23310	57573	100	88.8786	35.6	47.5	KP_NORM_BLD_60429
KP_NORM_BLD_60429__pl_5	1	3346	24642	3346	100	1500.98	35.9	56.2	KP_NORM_BLD_60429
KP_NORM_BLD_60429__pl_6	1	2892	10648	2892	100	715.248	36.7	55.5	KP_NORM_BLD_60429
KP_NORM_BLD_60778__chr	1	5429164	1240302	5429102	99.9989	43.8275	35.2	55.3	KP_NORM_BLD_60778
KP_NORM_BLD_60778__pl_1	1	124645	114700	124645	100	170.029	35.9	55.5	KP_NORM_BLD_60778
KP_NORM_BLD_60562__chr	1	5426211	1774615	5426147	99.9988	80.3056	34.7	57	KP_NORM_BLD_60562
KP_NORM_BLD_60562__pl_1	1	166582	55732	166582	100	80.6592	35.1	56.8	KP_NORM_BLD_60562
KP_NORM_BLD_60562__pl_2	1	112621	49152	112621	100	105.249	35.2	57.4	KP_NORM_BLD_60562
KP_NORM_URN_58342__chr	1	5338477	1183190	5338477	100	60.3589	34.5	57.8	KP_NORM_URN_58342
KP_NORM_URN_58342__pl_1	1	176074	30575	176074	100	47.293	35	53.7	KP_NORM_URN_58342
KP_NORM_URN_58342__pl_2	1	70446	13980	70446	100	54.4758	34.7	56.3	KP_NORM_URN_58342
KP_NORM_URN_58342__pl_3	1	5763	2263	5763	100	103.799	35.1	57.1	KP_NORM_URN_58342
KP_NORM_URN_58342__pl_4	1	3336	1446	3336	100	115.778	35.2	58.3	KP_NORM_URN_58342
KP_NORM_BLD_3074__chr	1	5374805	1275575	5374670	99.9975	60.6075	33.8	57	KP_NORM_BLD_3074
KP_NORM_BLD_3074__pl_1	1	132601	40736	132601	100	77.5578	34.2	54.4	KP_NORM_BLD_3074
KP_NORM_BLD_3074__pl_2	1	110504	34005	110504	100	77.6004	34.3	57.8	KP_NORM_BLD_3074
KP_NORM_BLD_3074__pl_3	1	3954	58479	3954	100	3249.19	35.4	56.5	KP_NORM_BLD_3074
KP_NORM_URN_58261__chr	1	5289148	2269874	5289147	100	86.8799	35.2	55.7	KP_NORM_URN_58261
KP_NORM_URN_58261__pl_1	1	182404	89566	182404	100	99.0166	35.4	55.4	KP_NORM_URN_58261
KP_NORM_BLD_2497__chr	1	5198494	966227	5198231	99.9949	41.37	33	56.6	KP_NORM_BLD_2497
KP_NORM_BLD_2497__pl_1	1	203618	51058	203618	100	55.66	33.7	55.9	KP_NORM_BLD_2497
KP_NORM_BLD_2497__pl_2	1	5840	16629	5840	100	606.002	34.2	56.7	KP_NORM_BLD_2497
KP_NORM_BLD_231__chr	1	5218152	1856351	5218129	99.9996	85.5837	34.8	56.4	KP_NORM_BLD_231
KP_NORM_BLD_231__pl_1	1	157714	77184	157714	100	116.025	35.1	52.7	KP_NORM_BLD_231
KP_NORM_BLD_231__pl_2	1	94316	69383	94316	100	173.383	35.2	51.2	KP_NORM_BLD_231
KP_NORM_BLD_231__pl_3	1	7499	21454	7498	99.9867	633.646	35.5	37	KP_NORM_BLD_231
KP_NORM_BLD_231__pl_4	1	5763	14535	5763	100	543.263	35.5	55.3	KP_NORM_BLD_231
KP_NORM_BLD_228__chr	1	5152033	2067003	5151937	99.9981	97.1595	34.9	56.5	KP_NORM_BLD_228
KP_NORM_URN_58251__chr	1	5218585	2820558	5218585	100	112.894	35.7	55.8	KP_NORM_URN_58251
KP_NORM_URN_58251__pl_1	1	148273	99904	148273	100	139.988	35.9	54.4	KP_NORM_URN_58251
KP_NORM_URN_58251__pl_2	1	107939	45538	107939	100	87.6488	36	56.3	KP_NORM_URN_58251
KP_NORM_BLD_2508__chr	1	5179889	949553	5179567	99.9938	40.8706	32.9	56.8	KP_NORM_BLD_2508
KP_NORM_BLD_2508__pl_1	1	69616	34822	69616	100	109.632	34	56.2	KP_NORM_BLD_2508
KP_NORM_BLD_2508__pl_2	1	55056	9031	55056	100	35.984	34.2	57.1	KP_NORM_BLD_2508
NK_H10_003__chr	1	5231402	1426849	5231078	99.9938	44.5948	34.7	51.8	NK_H10_003
NK_H10_003__pl_1	1	157585	41902	157585	100	41.2898	35	51.6	NK_H10_003
NK_H10_003__pl_2	1	38730	29978	38730	100	117.354	35	51.1	NK_H10_003
KP_NORM_BLD_2254__chr	1	5204006	1793701	4870108	93.5838	83.9455	34.7	56.4	KP_NORM_BLD_2254
KP_NORM_BLD_2254__pl_1	1	110962	1	29	0.0261351	0.000261351	23.4	1	KP_NORM_BLD_2254
KP_NORM_BLD_2799__chr	1	5447815	1029646	5447655	99.9971	50.1996	33.7	57.8	KP_NORM_BLD_2799
KP_NORM_BLD_2799__pl_1	1	96213	43528	96213	100	119.43	34.2	58.2	KP_NORM_BLD_2799
KP_NORM_BLD_2395__chr	1	5327342	1783730	5327237	99.998	83.8033	34.6	57	KP_NORM_BLD_2395
KP_NORM_BLD_2395__pl_1	1	139805	49919	139805	100	87.8805	35	56.7	KP_NORM_BLD_2395
NK_H12_028__chr	1	5206014	1262249	5206014	100	35.8364	35.6	58.7	NK_H12_028
NK_H12_028__pl_1	1	225468	53156	225468	100	34.8454	36	56.2	NK_H12_028
NK_H12_028__pl_2	1	4684	7008	4684	100	216.34	35.7	58.7	NK_H12_028
KP_NORM_BLD_2247__chr	1	5185857	1344155	5185377	99.9907	52.433	35.9	56.2	KP_NORM_BLD_2247
KP_NORM_BLD_2015_115359__chr	1	5278596	1402243	5278392	99.9961	62.3284	34.8	57.7	KP_NORM_BLD_2015_115359
KP_NORM_BLD_2015_115359__pl_1	1	225831	83512	225831	100	86.5847	35.4	58.3	KP_NORM_BLD_2015_115359
KP_NORM_BLD_2015_115359__pl_2	1	40128	53835	40128	100	313.121	35.6	55	KP_NORM_BLD_2015_115359
KP_NORM_BLD_2015_112126__chr	1	5284191	967445	5284173	99.9997	42.2738	34.7	57.3	KP_NORM_BLD_2015_112126
KP_NORM_BLD_2015_112126__pl_1	1	299188	59605	299188	100	45.8147	35.5	53	KP_NORM_BLD_2015_112126
KP_NORM_BLD_2015_112126__pl_2	1	113131	44262	113131	100	90.5123	35.5	58.2	KP_NORM_BLD_2015_112126
KP_NORM_BLD_2015_112126__pl_3	1	89709	108240	89709	100	277.963	35.2	54.7	KP_NORM_BLD_2015_112126
KP_NORM_BLD_2015_112126__pl_4	1	54880	32273	54880	100	135.515	35.1	58.1	KP_NORM_BLD_2015_112126
KP_NORM_BLD_2014_104302__chr	1	5235327	1427643	5235327	100	73.1212	32.7	58.1	KP_NORM_BLD_2014_104302
KP_NORM_BLD_2014_104302__pl_1	1	280779	106031	276027	98.3076	101.198	33.1	56.4	KP_NORM_BLD_2014_104302
KP_NORM_BLD_2015_111587__chr	1	5284210	955848	5282613	99.9698	43.3136	34.4	58	KP_NORM_BLD_2015_111587
KP_NORM_BLD_2015_111587__pl_1	1	189723	52661	189723	100	66.3811	34.9	54.6	KP_NORM_BLD_2015_111587
KP_NORM_BLD_2015_111587__pl_2	1	85165	34291	85165	100	96.4924	34.8	56.5	KP_NORM_BLD_2015_111587
KP_NORM_BLD_2015_111587__pl_3	1	5216	16611	5216	100	732.625	35.3	58.4	KP_NORM_BLD_2015_111587
KP_NORM_BLD_2015_111587__pl_4	1	4510	25844	4510	100	1305.12	35.8	58.1	KP_NORM_BLD_2015_111587
KP_NORM_BLD_2015_111587__pl_5	1	4389	22212	4389	100	1168.29	35.1	58.2	KP_NORM_BLD_2015_111587
KP_NORM_BLD_2015_111587__pl_6	1	3559	27303	3559	100	1748.09	35.6	57.7	KP_NORM_BLD_2015_111587
KP_NORM_BLD_2014_96855__chr	1	5222179	13158233	5222127	99.999	316.841	35.4	59.2	KP_NORM_BLD_2014_96855
KP_NORM_BLD_2014_96855__pl_1	1	218832	708590	218832	100	406.963	35.6	59.3	KP_NORM_BLD_2014_96855
KP_NORM_BLD_2014_96855__pl_2	1	115132	488292	115132	100	533.031	35.5	58.5	KP_NORM_BLD_2014_96855
KP_NORM_BLD_2014_96855__pl_3	1	110542	362335	110542	100	412.038	35.7	59.8	KP_NORM_BLD_2014_96855
KP_NORM_BLD_2014_96855__pl_4	1	4627	124179	4627	100	3318.58	35.8	59.4	KP_NORM_BLD_2014_96855
KP_NORM_BLD_2013_92328__chr	1	5397762	1618552	5397659	99.9981	62.7223	33.2	56	KP_NORM_BLD_2013_92328
KP_NORM_BLD_2013_92328__pl_1	1	166983	47251	166983	100	58.8611	33.7	54.3	KP_NORM_BLD_2013_92328
KP_NORM_BLD_2013_92328__pl_2	1	13149	31932	13149	100	483.857	34.2	54.8	KP_NORM_BLD_2013_92328
KP_NORM_BLD_2013_92328__pl_3	1	5943	50527	5943	100	1720.22	33.9	53.9	KP_NORM_BLD_2013_92328
KP_NORM_BLD_2013_92328__pl_4	1	1552	28019	1552	100	3376.67	33.9	55.3	KP_NORM_BLD_2013_92328
KP_NORM_BLD_2014_103381__chr	1	5287605	15391384	5287598	99.9999	366.085	35.4	59.2	KP_NORM_BLD_2014_103381
KP_NORM_BLD_2014_103381__pl_1	1	194051	775157	194051	100	502.41	35.6	57.7	KP_NORM_BLD_2014_103381
KP_NORM_BLD_2014_103381__pl_2	1	3996	120774	3996	100	3744.6	35.8	59.4	KP_NORM_BLD_2014_103381
KP_NORM_BLD_2014_104014__chr	1	5319653	9390244	5319653	100	221.968	37.3	59	KP_NORM_BLD_2014_104014
KP_NORM_BLD_2014_104014__pl_1	1	345775	910857	345775	100	331.174	37.5	55.5	KP_NORM_BLD_2014_104014
KP_NORM_BLD_2014_104014__pl_2	1	113143	333811	113143	100	370.903	37.5	59.8	KP_NORM_BLD_2014_104014
KP_NORM_BLD_2014_104014__pl_3	1	76757	368558	76757	100	603.179	37.4	55.9	KP_NORM_BLD_2014_104014
KP_NORM_BLD_2014_104014__pl_4	1	54880	379317	54880	100	868.193	37.3	59.8	KP_NORM_BLD_2014_104014
KP_NORM_BLD_2014_104014__pl_5	1	4591	81894	4591	100	2213.53	37.2	59.4	KP_NORM_BLD_2014_104014
KP_NORM_BLD_2014_104014__pl_6	1	3181	54201	3181	100	2093.54	37.5	59	KP_NORM_BLD_2014_104014
KP_NORM_BLD_2014_104014__pl_7	1	2058	130131	2058	100	7719.63	37.3	58.9	KP_NORM_BLD_2014_104014
KP_NORM_BLD_2014_100848__chr	1	5261421	1680241	5261421	100	85.7164	32.8	58.1	KP_NORM_BLD_2014_100848
KP_NORM_BLD_2014_100848__pl_1	1	246725	89659	246725	100	97.5454	33.1	55.3	KP_NORM_BLD_2014_100848
KP_NORM_BLD_2014_100833__chr	1	5375683	16414873	5375683	100	383.982	37.4	58.9	KP_NORM_BLD_2014_100833
KP_NORM_BLD_2014_100833__pl_1	1	226270	1162078	226270	100	645.687	37.5	55.7	KP_NORM_BLD_2014_100833
KP_NORM_BLD_2014_100833__pl_2	1	51054	461889	51054	100	1135.89	37.5	49	KP_NORM_BLD_2014_100833
KP_NORM_BLD_2014_100833__pl_3	1	10077	158989	10077	100	1969.99	37.4	59.6	KP_NORM_BLD_2014_100833
KP_NORM_BLD_2014_100833__pl_4	1	4125	289106	4125	100	8705.49	38	59.5	KP_NORM_BLD_2014_100833
KP_NORM_BLD_2014_101821__chr	1	5498474	1568160	5498474	100	76.9226	32.7	58	KP_NORM_BLD_2014_101821
KP_NORM_BLD_2014_101821__pl_1	1	76319	37723	76319	100	134.325	32.8	48.9	KP_NORM_BLD_2014_101821
KP_NORM_BLD_2014_101821__pl_2	1	7832	9848	7832	100	344.505	32.9	40.6	KP_NORM_BLD_2014_101821
KP_NORM_BLD_2014_101821__pl_3	1	4261	10580	4261	100	666.214	33.4	58	KP_NORM_BLD_2014_101821
KP_NORM_BLD_2014_101821__pl_4	1	4167	12172	4167	100	781.695	33.5	58.4	KP_NORM_BLD_2014_101821
KP_NORM_BLD_2014_101821__pl_5	1	2101	24694	2101	100	2964.57	33	58	KP_NORM_BLD_2014_101821
KP_NORM_BLD_2013_91444__chr	1	5280692	1582435	5280541	99.9971	76.6142	33	57.6	KP_NORM_BLD_2013_91444
KP_NORM_BLD_2013_91444__pl_1	1	176360	99065	176360	100	145.969	33.2	54.4	KP_NORM_BLD_2013_91444
KP_NORM_BLD_2013_91444__pl_2	1	160343	102425	160343	100	166.675	33.2	53.8	KP_NORM_BLD_2013_91444
KP_NORM_BLD_2013_91444__pl_3	1	4990	17812	4990	100	863.82	34.1	56.8	KP_NORM_BLD_2013_91444
KP_NORM_BLD_2013_91444__pl_4	1	4510	21423	4510	100	1175.16	34.1	57.6	KP_NORM_BLD_2013_91444
KP_NORM_BLD_2012_86962__chr	1	5316981	2117301	5316914	99.9987	81.8638	33.3	56.2	KP_NORM_BLD_2012_86962
KP_NORM_BLD_2012_86962__pl_1	1	183627	48432	183627	100	53.2949	34	52.6	KP_NORM_BLD_2012_86962
NK_H14_050__chr	1	5400413	1359326	5400413	100	62.7677	35.2	57.1	NK_H14_050
NK_H14_050__pl_1	1	225208	66941	225208	100	72.8158	35.5	55	NK_H14_050
NK_H14_050__pl_2	1	44032	9347	44032	100	52.8791	35.8	57.7	NK_H14_050
NK_H14_050__pl_3	1	3407	18695	3407	100	1173.03	35.7	55.8	NK_H14_050
KP_NORM_BLD_2014_102946__chr	1	5336499	16607107	5336499	100	390.337	37.1	59.2	KP_NORM_BLD_2014_102946
KP_NORM_BLD_2014_102946__pl_1	1	250665	1069454	250665	100	535.297	37.3	56.4	KP_NORM_BLD_2014_102946
KP_NORM_BLD_2014_102946__pl_2	1	51513	644818	51513	100	1569.6	37.2	59.7	KP_NORM_BLD_2014_102946
KP_NORM_BLD_2014_102946__pl_3	1	5627	124473	5627	100	2740.22	37.3	59.4	KP_NORM_BLD_2014_102946
KP_NORM_BLD_2014_102946__pl_4	1	2058	148277	2058	100	8768.74	36.9	58.6	KP_NORM_BLD_2014_102946
KP_NORM_BLD_2014_101320__chr	1	5292296	9780452	5292296	100	231.969	37.8	59.2	KP_NORM_BLD_2014_101320
KP_NORM_BLD_2014_101320__pl_1	1	221089	553809	221089	100	314.198	37.8	57.2	KP_NORM_BLD_2014_101320
