reference-ID	query-ID	distance	p-value	shared-hashes	SampleID
NK_H25_013__chr.fasta	NK_H25_013__allPlasmids.fasta	0.289333	0	115/100000	NK_H25_013
NK_H25_013__chr.fasta	NK_H25_013__chr.fasta	0	0	100000/100000	NK_H25_013
NK_H25_013__chr.fasta	NK_H25_013__completeAssembly.fasta	0.000804171	0	96706/100000	NK_H25_013
NK_H25_013__chr.fasta	NK_H25_013__pl_1.fasta	0.302607	0	87/100000	NK_H25_013
NK_H25_013__chr.fasta	NK_H25_013__pl_2.fasta	0.356564	2.33298e-108	28/100000	NK_H25_013
NK_H25_013__chr.fasta	NK_H25_013__pl_3.fasta	0.462914	2.16614e-13	3/100000	NK_H25_013
NK_H25_013__chr.fasta	NK_H25_013__pl_4.fasta	0.358296	1.69177e-136	27/100000	NK_H25_013
NK_H25_013__chr.fasta	NK_H25_013__pl_5.fasta	1	1	0/100000	NK_H25_013
NK_H24_010__chr.fasta	NK_H24_010__allPlasmids.fasta	0.317965	2.94361e-235	63/100000	NK_H24_010
NK_H24_010__chr.fasta	NK_H24_010__chr.fasta	0	0	100000/100000	NK_H24_010
NK_H24_010__chr.fasta	NK_H24_010__completeAssembly.fasta	0.000874666	0	96425/100000	NK_H24_010
NK_H24_010__chr.fasta	NK_H24_010__pl_1.fasta	0.317965	7.54062e-236	63/100000	NK_H24_010
NK_H24_010__chr.fasta	NK_H24_010__pl_2.fasta	1	1	0/100000	NK_H24_010
NK_H2_021__chr.fasta	NK_H2_021__allPlasmids.fasta	0.275446	0	154/100000	NK_H2_021
NK_H2_021__chr.fasta	NK_H2_021__chr.fasta	0	0	100000/100000	NK_H2_021
NK_H2_021__chr.fasta	NK_H2_021__completeAssembly.fasta	0.00101379	0	95874/100000	NK_H2_021
NK_H2_021__chr.fasta	NK_H2_021__pl_1.fasta	0.302607	0	87/100000	NK_H2_021
NK_H2_021__chr.fasta	NK_H2_021__pl_2.fasta	0.300468	0	91/100000	NK_H2_021
NK_H2_007__chr.fasta	NK_H2_007__allPlasmids.fasta	0.314331	4.99117e-244	68/100000	NK_H2_007
NK_H2_007__chr.fasta	NK_H2_007__chr.fasta	0	0	100000/100000	NK_H2_007
NK_H2_007__chr.fasta	NK_H2_007__completeAssembly.fasta	0.00139786	0	94377/100000	NK_H2_007
NK_H2_007__chr.fasta	NK_H2_007__pl_1.fasta	0.312952	3.81892e-264	70/100000	NK_H2_007
NK_H2_007__chr.fasta	NK_H2_007__pl_2.fasta	1	1	0/100000	NK_H2_007
NK_H3_007__chr.fasta	NK_H3_007__allPlasmids.fasta	1	1	0/100000	NK_H3_007
NK_H3_007__chr.fasta	NK_H3_007__chr.fasta	0	0	100000/100000	NK_H3_007
NK_H3_007__chr.fasta	NK_H3_007__completeAssembly.fasta	0.000146627	0	99387/100000	NK_H3_007
NK_H3_007__chr.fasta	NK_H3_007__pl_1.fasta	1	1	0/100000	NK_H3_007
NK_H3_007__chr.fasta	NK_H3_007__pl_2.fasta	1	1	0/100000	NK_H3_007
NK_H3_002__chr.fasta	NK_H3_002__allPlasmids.fasta	0.339586	1.37811e-130	40/100000	NK_H3_002
NK_H3_002__chr.fasta	NK_H3_002__chr.fasta	0	0	100000/100000	NK_H3_002
NK_H3_002__chr.fasta	NK_H3_002__completeAssembly.fasta	0.00180544	0	92826/100000	NK_H3_002
NK_H3_002__chr.fasta	NK_H3_002__pl_1.fasta	0.372583	2.45818e-66	20/100000	NK_H3_002
NK_H3_002__chr.fasta	NK_H3_002__pl_2.fasta	0.337263	5.7222e-160	42/100000	NK_H3_002
NK_H3_002__chr.fasta	NK_H3_002__pl_3.fasta	0.375025	1.06122e-67	19/100000	NK_H3_002
NK_H2_020__chr.fasta	NK_H2_020__allPlasmids.fasta	0.43859	4.52703e-14	5/100000	NK_H2_020
NK_H2_020__chr.fasta	NK_H2_020__chr.fasta	0	0	100000/100000	NK_H2_020
NK_H2_020__chr.fasta	NK_H2_020__completeAssembly.fasta	0.00110508	0	95515/100000	NK_H2_020
NK_H2_020__chr.fasta	NK_H2_020__pl_1.fasta	0.43859	4.52703e-14	5/100000	NK_H2_020
NK_H29_003__chr.fasta	NK_H29_003__allPlasmids.fasta	0.310955	6.88676e-267	73/100000	NK_H29_003
NK_H29_003__chr.fasta	NK_H29_003__chr.fasta	0	0	100000/100000	NK_H29_003
NK_H29_003__chr.fasta	NK_H29_003__completeAssembly.fasta	0.00121304	0	95093/100000	NK_H29_003
NK_H29_003__chr.fasta	NK_H29_003__pl_1.fasta	0.332933	1.25897e-168	46/100000	NK_H29_003
NK_H29_003__chr.fasta	NK_H29_003__pl_2.fasta	0.358296	3.00058e-99	27/100000	NK_H29_003
NK_H3_009__chr.fasta	NK_H3_009__allPlasmids.fasta	0.314331	1.00945e-247	68/100000	NK_H3_009
NK_H3_009__chr.fasta	NK_H3_009__chr.fasta	0	0	100000/100000	NK_H3_009
NK_H3_009__chr.fasta	NK_H3_009__completeAssembly.fasta	0.00120611	0	95120/100000	NK_H3_009
NK_H3_009__chr.fasta	NK_H3_009__pl_1.fasta	0.314331	1.00945e-247	68/100000	NK_H3_009
NK_H3_001__chr.fasta	NK_H3_001__allPlasmids.fasta	0.291882	0	109/100000	NK_H3_001
NK_H3_001__chr.fasta	NK_H3_001__chr.fasta	0	0	100000/100000	NK_H3_001
NK_H3_001__chr.fasta	NK_H3_001__completeAssembly.fasta	0.000915447	0	96263/100000	NK_H3_001
NK_H3_001__chr.fasta	NK_H3_001__pl_1.fasta	0.291882	0	109/100000	NK_H3_001
NK_H3_025__chr.fasta	NK_H3_025__allPlasmids.fasta	1	1	0/100000	NK_H3_025
NK_H3_025__chr.fasta	NK_H3_025__chr.fasta	0	0	100000/100000	NK_H3_025
NK_H3_025__chr.fasta	NK_H3_025__completeAssembly.fasta	0.000425145	0	98238/100000	NK_H3_025
NK_H3_025__chr.fasta	NK_H3_025__pl_1.fasta	1	1	0/100000	NK_H3_025
NK_H3_025__chr.fasta	NK_H3_025__pl_2.fasta	1	1	0/100000	NK_H3_025
NK_H3_019__chr.fasta	NK_H3_019__allPlasmids.fasta	0.244239	0	297/100000	NK_H3_019
NK_H3_019__chr.fasta	NK_H3_019__chr.fasta	0	0	100000/100000	NK_H3_019
NK_H3_019__chr.fasta	NK_H3_019__completeAssembly.fasta	0.000972004	0	96039/100000	NK_H3_019
NK_H3_019__chr.fasta	NK_H3_019__pl_1.fasta	0.248764	0	270/100000	NK_H3_019
NK_H3_019__chr.fasta	NK_H3_019__pl_2.fasta	0.316478	3.80253e-281	65/100000	NK_H3_019
NK_H3_019__chr.fasta	NK_H3_019__pl_3.fasta	0.368046	8.73476e-107	22/100000	NK_H3_019
NK_H3_019__chr.fasta	NK_H3_019__pl_4.fasta	1	1	0/100000	NK_H3_019
NK_H3_015__chr.fasta	NK_H3_015__allPlasmids.fasta	0.323571	1.33071e-204	56/100000	NK_H3_015
NK_H3_015__chr.fasta	NK_H3_015__chr.fasta	0	0	100000/100000	NK_H3_015
NK_H3_015__chr.fasta	NK_H3_015__completeAssembly.fasta	0.000971245	0	96042/100000	NK_H3_015
NK_H3_015__chr.fasta	NK_H3_015__pl_1.fasta	0.323571	1.33071e-204	56/100000	NK_H3_015
T7-220__chr.fasta	T7-220__allPlasmids.fasta	0.348743	5.90015e-110	33/100000	T7-220
T7-220__chr.fasta	T7-220__chr.fasta	0	0	100000/100000	T7-220
T7-220__chr.fasta	T7-220__completeAssembly.fasta	0.0012503	0	94948/100000	T7-220
T7-220__chr.fasta	T7-220__pl_1.fasta	0.348743	4.17519e-116	33/100000	T7-220
T7-220__chr.fasta	T7-220__pl_2.fasta	1	1	0/100000	T7-220
NK_H4_026__chr.fasta	NK_H4_026__allPlasmids.fasta	0.286914	0	121/100000	NK_H4_026
NK_H4_026__chr.fasta	NK_H4_026__chr.fasta	0	0	100000/100000	NK_H4_026
NK_H4_026__chr.fasta	NK_H4_026__completeAssembly.fasta	0.00125493	0	94930/100000	NK_H4_026
NK_H4_026__chr.fasta	NK_H4_026__pl_1.fasta	0.318727	5.72689e-241	62/100000	NK_H4_026
NK_H4_026__chr.fasta	NK_H4_026__pl_2.fasta	1	1	0/100000	NK_H4_026
NK_H4_026__chr.fasta	NK_H4_026__pl_3.fasta	0.317216	1.2114e-285	64/100000	NK_H4_026
NK_H4_026__chr.fasta	NK_H4_026__pl_4.fasta	1	1	0/100000	NK_H4_026
NK_H5_016__chr.fasta	NK_H5_016__allPlasmids.fasta	1	1	0/100000	NK_H5_016
NK_H5_016__chr.fasta	NK_H5_016__chr.fasta	0	0	100000/100000	NK_H5_016
NK_H5_016__chr.fasta	NK_H5_016__completeAssembly.fasta	0.000510464	0	97890/100000	NK_H5_016
NK_H5_016__chr.fasta	NK_H5_016__pl_1.fasta	1	1	0/100000	NK_H5_016
NK_H24_044__chr.fasta	NK_H24_044__chr.fasta	0	0	100000/100000	NK_H24_044
NK_H24_044__chr.fasta	NK_H24_044__completeAssembly.fasta	0	0	100000/100000	NK_H24_044
NK_H2_019__chr.fasta	NK_H2_019__allPlasmids.fasta	0.449215	6.33982e-12	4/100000	NK_H2_019
NK_H2_019__chr.fasta	NK_H2_019__chr.fasta	0	0	100000/100000	NK_H2_019
NK_H2_019__chr.fasta	NK_H2_019__completeAssembly.fasta	0.000691416	0	97158/100000	NK_H2_019
NK_H2_019__chr.fasta	NK_H2_019__pl_1.fasta	0.449215	6.33982e-12	4/100000	NK_H2_019
T7-266__chr.fasta	T7-266__allPlasmids.fasta	0.330907	8.07801e-191	48/100000	T7-266
T7-266__chr.fasta	T7-266__chr.fasta	0	0	100000/100000	T7-266
T7-266__chr.fasta	T7-266__completeAssembly.fasta	0.0004183	0	98266/100000	T7-266
T7-266__chr.fasta	T7-266__pl_1.fasta	0.330907	1.3982e-192	48/100000	T7-266
T7-266__chr.fasta	T7-266__pl_2.fasta	1	1	0/100000	T7-266
T7-266__chr.fasta	T7-266__pl_3.fasta	1	1	0/100000	T7-266
NK_H5_010__chr.fasta	NK_H5_010__allPlasmids.fasta	0.318727	7.75714e-229	62/100000	NK_H5_010
NK_H5_010__chr.fasta	NK_H5_010__chr.fasta	0	0	100000/100000	NK_H5_010
NK_H5_010__chr.fasta	NK_H5_010__completeAssembly.fasta	0.000961637	0	96080/100000	NK_H5_010
NK_H5_010__chr.fasta	NK_H5_010__pl_1.fasta	0.318727	2.2872e-229	62/100000	NK_H5_010
NK_H5_010__chr.fasta	NK_H5_010__pl_2.fasta	1	1	0/100000	NK_H5_010
NK_H7_005__chr.fasta	NK_H7_005__allPlasmids.fasta	0.261158	0	208/100000	NK_H7_005
NK_H7_005__chr.fasta	NK_H7_005__chr.fasta	0	0	100000/100000	NK_H7_005
NK_H7_005__chr.fasta	NK_H7_005__completeAssembly.fasta	0.00103714	0	95782/100000	NK_H7_005
NK_H7_005__chr.fasta	NK_H7_005__pl_1.fasta	0.260478	0	211/100000	NK_H7_005
NK_H7_005__chr.fasta	NK_H7_005__pl_2.fasta	1	1	0/100000	NK_H7_005
NK_H7_005__chr.fasta	NK_H7_005__pl_3.fasta	1	1	0/100000	NK_H7_005
NK_H7_005__chr.fasta	NK_H7_005__pl_4.fasta	1	1	0/100000	NK_H7_005
NK_H4_002__chr.fasta	NK_H4_002__allPlasmids.fasta	0.302063	0	88/100000	NK_H4_002
NK_H4_002__chr.fasta	NK_H4_002__chr.fasta	0	0	100000/100000	NK_H4_002
NK_H4_002__chr.fasta	NK_H4_002__completeAssembly.fasta	0.000697135	0	97135/100000	NK_H4_002
NK_H4_002__chr.fasta	NK_H4_002__pl_1.fasta	0.302063	0	88/100000	NK_H4_002
NK_H8_008__chr.fasta	NK_H8_008__allPlasmids.fasta	0.344601	3.67559e-128	36/100000	NK_H8_008
NK_H8_008__chr.fasta	NK_H8_008__chr.fasta	0	0	100000/100000	NK_H8_008
NK_H8_008__chr.fasta	NK_H8_008__completeAssembly.fasta	0.000825965	0	96619/100000	NK_H8_008
NK_H8_008__chr.fasta	NK_H8_008__pl_1.fasta	0.344601	3.67559e-128	36/100000	NK_H8_008
NK_H8_002__chr.fasta	NK_H8_002__allPlasmids.fasta	0.318727	7.75775e-229	62/100000	NK_H8_002
NK_H8_002__chr.fasta	NK_H8_002__chr.fasta	0	0	100000/100000	NK_H8_002
NK_H8_002__chr.fasta	NK_H8_002__completeAssembly.fasta	0.00096189	0	96079/100000	NK_H8_002
NK_H8_002__chr.fasta	NK_H8_002__pl_1.fasta	0.318727	2.28738e-229	62/100000	NK_H8_002
NK_H8_002__chr.fasta	NK_H8_002__pl_2.fasta	1	1	0/100000	NK_H8_002
NK_H8_044__chr.fasta	NK_H8_044__chr.fasta	0	0	100000/100000	NK_H8_044
NK_H8_044__chr.fasta	NK_H8_044__completeAssembly.fasta	0	0	100000/100000	NK_H8_044
NK_H7_010__chr.fasta	NK_H7_010__allPlasmids.fasta	0.275446	0	154/100000	NK_H7_010
NK_H7_010__chr.fasta	NK_H7_010__chr.fasta	0	0	100000/100000	NK_H7_010
NK_H7_010__chr.fasta	NK_H7_010__completeAssembly.fasta	0.00109666	0	95548/100000	NK_H7_010
NK_H7_010__chr.fasta	NK_H7_010__pl_1.fasta	0.275138	0	155/100000	NK_H7_010
NK_H7_010__chr.fasta	NK_H7_010__pl_2.fasta	0.429909	1.17837e-20	6/100000	NK_H7_010
NK_H7_010__chr.fasta	NK_H7_010__pl_3.fasta	1	1	0/100000	NK_H7_010
NK_H7_010__chr.fasta	NK_H7_010__pl_4.fasta	1	1	0/100000	NK_H7_010
NK_H5_031__chr.fasta	NK_H5_031__allPlasmids.fasta	0.365929	6.98093e-74	23/100000	NK_H5_031
NK_H5_031__chr.fasta	NK_H5_031__chr.fasta	0	0	100000/100000	NK_H5_031
NK_H5_031__chr.fasta	NK_H5_031__completeAssembly.fasta	0.00124361	0	94974/100000	NK_H5_031
NK_H5_031__chr.fasta	NK_H5_031__pl_1.fasta	0.365929	2.53427e-79	23/100000	NK_H5_031
NK_H5_031__chr.fasta	NK_H5_031__pl_2.fasta	0.363903	3.57324e-87	24/100000	NK_H5_031
NK_H5_031__chr.fasta	NK_H5_031__pl_3.fasta	1	1	0/100000	NK_H5_031
NK_H5_031__chr.fasta	NK_H5_031__pl_4.fasta	1	1	0/100000	NK_H5_031
NK_H5_031__chr.fasta	NK_H5_031__pl_5.fasta	1	1	0/100000	NK_H5_031
NK_H8_011__chr.fasta	NK_H8_011__allPlasmids.fasta	0.176858	0	1234/100000	NK_H8_011
NK_H8_011__chr.fasta	NK_H8_011__chr.fasta	0	0	100000/100000	NK_H8_011
NK_H8_011__chr.fasta	NK_H8_011__completeAssembly.fasta	0.00124078	0	94985/100000	NK_H8_011
NK_H8_011__chr.fasta	NK_H8_011__pl_1.fasta	0.238665	0	334/100000	NK_H8_011
NK_H8_011__chr.fasta	NK_H8_011__pl_2.fasta	0.188735	0	959/100000	NK_H8_011
NK_H8_011__chr.fasta	NK_H8_011__pl_3.fasta	1	1	0/100000	NK_H8_011
NK_H8_052__chr.fasta	NK_H8_052__chr.fasta	0	0	100000/100000	NK_H8_052
NK_H8_052__chr.fasta	NK_H8_052__completeAssembly.fasta	0	0	100000/100000	NK_H8_052
NK_H8_057__chr.fasta	NK_H8_057__allPlasmids.fasta	0.318727	7.13461e-229	62/100000	NK_H8_057
NK_H8_057__chr.fasta	NK_H8_057__chr.fasta	0	0	100000/100000	NK_H8_057
NK_H8_057__chr.fasta	NK_H8_057__completeAssembly.fasta	0.000961637	0	96080/100000	NK_H8_057
NK_H8_057__chr.fasta	NK_H8_057__pl_1.fasta	0.318727	2.09852e-229	62/100000	NK_H8_057
NK_H8_057__chr.fasta	NK_H8_057__pl_2.fasta	1	1	0/100000	NK_H8_057
NK_H8_070__chr.fasta	NK_H8_070__allPlasmids.fasta	0.335049	4.47845e-153	44/100000	NK_H8_070
NK_H8_070__chr.fasta	NK_H8_070__chr.fasta	0	0	100000/100000	NK_H8_070
NK_H8_070__chr.fasta	NK_H8_070__completeAssembly.fasta	0.00118919	0	95186/100000	NK_H8_070
NK_H8_070__chr.fasta	NK_H8_070__pl_1.fasta	0.335049	5.89299e-161	44/100000	NK_H8_070
NK_H8_070__chr.fasta	NK_H8_070__pl_2.fasta	0.41621	1.12064e-26	8/100000	NK_H8_070
NK_H8_060__chr.fasta	NK_H8_060__allPlasmids.fasta	0.515228	0.00416295	1/100000	NK_H8_060
NK_H8_060__chr.fasta	NK_H8_060__chr.fasta	0	0	100000/100000	NK_H8_060
NK_H8_060__chr.fasta	NK_H8_060__completeAssembly.fasta	0.000856826	0	96496/100000	NK_H8_060
NK_H8_060__chr.fasta	NK_H8_060__pl_1.fasta	0.515228	0.00409268	1/100000	NK_H8_060
NK_H8_060__chr.fasta	NK_H8_060__pl_2.fasta	1	1	0/100000	NK_H8_060
NK_H8_077__chr.fasta	NK_H8_077__allPlasmids.fasta	0.150246	0	2178/100000	NK_H8_077
NK_H8_077__chr.fasta	NK_H8_077__chr.fasta	0	0	100000/100000	NK_H8_077
NK_H8_077__chr.fasta	NK_H8_077__completeAssembly.fasta	0.00155251	0	93784/100000	NK_H8_077
NK_H8_077__chr.fasta	NK_H8_077__pl_1.fasta	0.298421	0	95/100000	NK_H8_077
NK_H8_077__chr.fasta	NK_H8_077__pl_2.fasta	0.149063	0	2234/100000	NK_H8_077
NK_H8_077__chr.fasta	NK_H8_077__pl_3.fasta	0.330907	3.5451e-187	48/100000	NK_H8_077
NK_H8_077__chr.fasta	NK_H8_077__pl_4.fasta	0.36196	2.69023e-97	25/100000	NK_H8_077
NK_H8_077__chr.fasta	NK_H8_077__pl_5.fasta	1	1	0/100000	NK_H8_077
NK_H8_045__chr.fasta	NK_H8_045__allPlasmids.fasta	0.299434	0	93/100000	NK_H8_045
NK_H8_045__chr.fasta	NK_H8_045__chr.fasta	0	0	100000/100000	NK_H8_045
NK_H8_045__chr.fasta	NK_H8_045__completeAssembly.fasta	0.0012678	0	94880/100000	NK_H8_045
NK_H8_045__chr.fasta	NK_H8_045__pl_1.fasta	0.309669	1.37213e-287	75/100000	NK_H8_045
NK_H8_045__chr.fasta	NK_H8_045__pl_2.fasta	0.343297	4.23368e-141	37/100000	NK_H8_045
NK_H8_045__chr.fasta	NK_H8_045__pl_3.fasta	0.377599	1.80638e-86	18/100000	NK_H8_045
NK_H8_045__chr.fasta	NK_H8_045__pl_4.fasta	1	1	0/100000	NK_H8_045
NK_H8_083__chr.fasta	NK_H8_083__allPlasmids.fasta	0.429909	2.31253e-17	6/100000	NK_H8_083
NK_H8_083__chr.fasta	NK_H8_083__chr.fasta	0	0	100000/100000	NK_H8_083
NK_H8_083__chr.fasta	NK_H8_083__completeAssembly.fasta	0.00104399	0	95755/100000	NK_H8_083
NK_H8_083__chr.fasta	NK_H8_083__pl_1.fasta	0.449215	2.47197e-11	4/100000	NK_H8_083
NK_H8_083__chr.fasta	NK_H8_083__pl_2.fasta	0.482221	8.0625e-09	2/100000	NK_H8_083
NK_H8_111__chr.fasta	NK_H8_111__allPlasmids.fasta	0.318727	1.02056e-228	62/100000	NK_H8_111
NK_H8_111__chr.fasta	NK_H8_111__chr.fasta	0	0	100000/100000	NK_H8_111
NK_H8_111__chr.fasta	NK_H8_111__completeAssembly.fasta	0.000961637	0	96080/100000	NK_H8_111
NK_H8_111__chr.fasta	NK_H8_111__pl_1.fasta	0.318727	3.02703e-229	62/100000	NK_H8_111
NK_H8_111__chr.fasta	NK_H8_111__pl_2.fasta	1	1	0/100000	NK_H8_111
NK_H8_114__chr.fasta	NK_H8_114__allPlasmids.fasta	0.36196	1.21775e-85	25/100000	NK_H8_114
NK_H8_114__chr.fasta	NK_H8_114__chr.fasta	0	0	100000/100000	NK_H8_114
NK_H8_114__chr.fasta	NK_H8_114__completeAssembly.fasta	0.00083474	0	96584/100000	NK_H8_114
NK_H8_114__chr.fasta	NK_H8_114__pl_1.fasta	0.36196	1.21775e-85	25/100000	NK_H8_114
NK_H8_118__chr.fasta	NK_H8_118__allPlasmids.fasta	0.311611	3.73326e-270	72/100000	NK_H8_118
NK_H8_118__chr.fasta	NK_H8_118__chr.fasta	0	0	100000/100000	NK_H8_118
NK_H8_118__chr.fasta	NK_H8_118__completeAssembly.fasta	0.000999089	0	95932/100000	NK_H8_118
NK_H8_118__chr.fasta	NK_H8_118__pl_1.fasta	0.311611	1.81113e-271	72/100000	NK_H8_118
NK_H8_118__chr.fasta	NK_H8_118__pl_2.fasta	1	1	0/100000	NK_H8_118
NK_H8_118__chr.fasta	NK_H8_118__pl_3.fasta	1	1	0/100000	NK_H8_118
NK_H8_100__chr.fasta	NK_H8_100__allPlasmids.fasta	0.196415	0	815/100000	NK_H8_100
NK_H8_100__chr.fasta	NK_H8_100__chr.fasta	0	0	100000/100000	NK_H8_100
NK_H8_100__chr.fasta	NK_H8_100__completeAssembly.fasta	0.00108545	0	95592/100000	NK_H8_100
NK_H8_100__chr.fasta	NK_H8_100__pl_1.fasta	0.256175	0	231/100000	NK_H8_100
NK_H8_100__chr.fasta	NK_H8_100__pl_2.fasta	0.295039	0	102/100000	NK_H8_100
NK_H8_100__chr.fasta	NK_H8_100__pl_3.fasta	0.209882	0	613/100000	NK_H8_100
NK_H8_100__chr.fasta	NK_H8_100__pl_4.fasta	1	1	0/100000	NK_H8_100
NK_H8_100__chr.fasta	NK_H8_100__pl_5.fasta	1	1	0/100000	NK_H8_100
NK_H8_121__chr.fasta	NK_H8_121__allPlasmids.fasta	0.33841	4.10093e-142	41/100000	NK_H8_121
NK_H8_121__chr.fasta	NK_H8_121__chr.fasta	0	0	100000/100000	NK_H8_121
NK_H8_121__chr.fasta	NK_H8_121__completeAssembly.fasta	0.00117561	0	95239/100000	NK_H8_121
NK_H8_121__chr.fasta	NK_H8_121__pl_1.fasta	0.354894	2.26538e-101	29/100000	NK_H8_121
NK_H8_121__chr.fasta	NK_H8_121__pl_2.fasta	0.372583	1.11175e-74	20/100000	NK_H8_121
NK_H8_121__chr.fasta	NK_H8_121__pl_3.fasta	1	1	0/100000	NK_H8_121
NK_H8_121__chr.fasta	NK_H8_121__pl_4.fasta	1	1	0/100000	NK_H8_121
NK_H8_121__chr.fasta	NK_H8_121__pl_5.fasta	1	1	0/100000	NK_H8_121
NK_H9_006__chr.fasta	NK_H9_006__allPlasmids.fasta	0.335049	2.06084e-157	44/100000	NK_H9_006
NK_H9_006__chr.fasta	NK_H9_006__chr.fasta	0	0	100000/100000	NK_H9_006
NK_H9_006__chr.fasta	NK_H9_006__completeAssembly.fasta	0.00097934	0	96010/100000	NK_H9_006
NK_H9_006__chr.fasta	NK_H9_006__pl_1.fasta	0.335049	6.54933e-158	44/100000	NK_H9_006
NK_H9_006__chr.fasta	NK_H9_006__pl_2.fasta	1	1	0/100000	NK_H9_006
NK_H9_003__chr.fasta	NK_H9_003__allPlasmids.fasta	0.43859	4.3313e-15	5/100000	NK_H9_003
NK_H9_003__chr.fasta	NK_H9_003__chr.fasta	0	0	100000/100000	NK_H9_003
NK_H9_003__chr.fasta	NK_H9_003__completeAssembly.fasta	0.000749691	0	96924/100000	NK_H9_003
NK_H9_003__chr.fasta	NK_H9_003__pl_1.fasta	0.43859	4.3313e-15	5/100000	NK_H9_003
NK_H9_001__chr.fasta	NK_H9_001__allPlasmids.fasta	0.358296	2.295e-89	27/100000	NK_H9_001
NK_H9_001__chr.fasta	NK_H9_001__chr.fasta	0	0	100000/100000	NK_H9_001
NK_H9_001__chr.fasta	NK_H9_001__completeAssembly.fasta	0.00115795	0	95308/100000	NK_H9_001
NK_H9_001__chr.fasta	NK_H9_001__pl_1.fasta	0.356564	6.02751e-96	28/100000	NK_H9_001
NK_H9_001__chr.fasta	NK_H9_001__pl_2.fasta	1	1	0/100000	NK_H9_001
T7-010__chr.fasta	T7-010__allPlasmids.fasta	0.238665	0	334/100000	T7-010
T7-010__chr.fasta	T7-010__chr.fasta	0	0	100000/100000	T7-010
T7-010__chr.fasta	T7-010__completeAssembly.fasta	0.00106077	0	95689/100000	T7-010
T7-010__chr.fasta	T7-010__pl_1.fasta	0.238665	0	334/100000	T7-010
T7-010__chr.fasta	T7-010__pl_2.fasta	0.377599	4.40851e-85	18/100000	T7-010
T7-007__chr.fasta	T7-007__allPlasmids.fasta	0.23524	0	359/100000	T7-007
T7-007__chr.fasta	T7-007__chr.fasta	0	0	100000/100000	T7-007
T7-007__chr.fasta	T7-007__completeAssembly.fasta	0.00143502	0	94234/100000	T7-007
T7-007__chr.fasta	T7-007__pl_1.fasta	0.234584	0	364/100000	T7-007
T7-007__chr.fasta	T7-007__pl_2.fasta	1	1	0/100000	T7-007
T7-007__chr.fasta	T7-007__pl_3.fasta	1	1	0/100000	T7-007
T7-007__chr.fasta	T7-007__pl_4.fasta	1	1	0/100000	T7-007
T7-007__chr.fasta	T7-007__pl_5.fasta	1	1	0/100000	T7-007
T7-007__chr.fasta	T7-007__pl_6.fasta	1	1	0/100000	T7-007
T7-007__chr.fasta	T7-007__pl_7.fasta	1	1	0/100000	T7-007
T7-012__chr.fasta	T7-012__allPlasmids.fasta	0.268294	0	179/100000	T7-012
T7-012__chr.fasta	T7-012__chr.fasta	0	0	100000/100000	T7-012
T7-012__chr.fasta	T7-012__completeAssembly.fasta	0.000593519	0	97553/100000	T7-012
T7-012__chr.fasta	T7-012__pl_1.fasta	0.267766	0	181/100000	T7-012
T7-012__chr.fasta	T7-012__pl_2.fasta	1	1	0/100000	T7-012
T7-012__chr.fasta	T7-012__pl_3.fasta	1	1	0/100000	T7-012
T7-012__chr.fasta	T7-012__pl_4.fasta	1	1	0/100000	T7-012
T7-013__chr.fasta	T7-013__allPlasmids.fasta	0.26326	0	199/100000	T7-013
T7-013__chr.fasta	T7-013__chr.fasta	0	0	100000/100000	T7-013
T7-013__chr.fasta	T7-013__completeAssembly.fasta	0.000596237	0	97542/100000	T7-013
T7-013__chr.fasta	T7-013__pl_1.fasta	0.26326	0	199/100000	T7-013
T7-013__chr.fasta	T7-013__pl_2.fasta	1	1	0/100000	T7-013
T7-019__chr.fasta	T7-019__allPlasmids.fasta	0.233425	0	373/100000	T7-019
T7-019__chr.fasta	T7-019__chr.fasta	0	0	100000/100000	T7-019
T7-019__chr.fasta	T7-019__completeAssembly.fasta	0.00124027	0	94987/100000	T7-019
T7-019__chr.fasta	T7-019__pl_1.fasta	0.232668	0	379/100000	T7-019
T7-019__chr.fasta	T7-019__pl_2.fasta	0.351719	5.85055e-122	31/100000	T7-019
T7-019__chr.fasta	T7-019__pl_3.fasta	1	1	0/100000	T7-019
T7-019__chr.fasta	T7-019__pl_4.fasta	1	1	0/100000	T7-019
T7-019__chr.fasta	T7-019__pl_5.fasta	1	1	0/100000	T7-019
T7-020__chr.fasta	T7-020__allPlasmids.fasta	0.230706	0	395/100000	T7-020
T7-020__chr.fasta	T7-020__chr.fasta	0	0	100000/100000	T7-020
T7-020__chr.fasta	T7-020__completeAssembly.fasta	0.00148531	0	94041/100000	T7-020
T7-020__chr.fasta	T7-020__pl_1.fasta	0.350208	5.18378e-112	32/100000	T7-020
T7-020__chr.fasta	T7-020__pl_2.fasta	1	1	0/100000	T7-020
T7-020__chr.fasta	T7-020__pl_3.fasta	0.230586	0	396/100000	T7-020
T7-032__chr.fasta	T7-032__allPlasmids.fasta	0.43859	1.29684e-22	5/100000	T7-032
T7-032__chr.fasta	T7-032__chr.fasta	0	0	100000/100000	T7-032
T7-032__chr.fasta	T7-032__completeAssembly.fasta	1.97742e-05	0	99917/100000	T7-032
T7-032__chr.fasta	T7-032__pl_1.fasta	0.43859	1.29684e-22	5/100000	T7-032
T7-036__chr.fasta	T7-036__chr.fasta	0	0	100000/100000	T7-036
