Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90	QuastReferenceSequence	ToolName	QuastType	SRAssemblerUsed
T7-019_SPAdescontigs	627	91	53	48	33	26	5748910	5518085	5442148	5407309	5161399	4914985	136	757344	5545517	3223	57.26	56.35	247819	757344	38081	757344	289439.2	498011086.1	7	1	28	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135 + 0 part	5542167	100.0	1.039	0.0	0.0	29.85	3350.0	3350.0	-	3350	-	3350	2.0	3482.0	-	1	-	1	T7-019__pl_5	spades	IndividualPlasmids	spades
T7-020_SPAdescontigs	571	40	22	21	21	16	5678810	5438388	5397983	5391796	5391796	5210889	83	920712	5466202	194388	57.22	52.06	391302	920712	93498	920712	564758.9	15881052.2	4	1	13	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77 + 2 part	5270588	99.91	1.004	0.0	1.03	0.0	193003.0	194894.0	-	193003	-	193003	6815.0	191637.5	-	1	-	1	T7-020__pl_1	spades	IndividualPlasmids	spades
T7-020_SPAdescontigs	571	40	22	21	21	16	5678810	5438388	5397983	5391796	5391796	5210889	83	920712	5466202	95407	57.22	47.7	391302	920712	93498	920712	564758.9	32357017.5	4	1	13	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81 + 0 part	5370642	100.0	1.002	0.0	0.0	1.05	93561.0	95560.0	-	93561	-	93561	1602.1	91792.6	-	1	-	1	T7-020__pl_2	spades	IndividualPlasmids	spades
T7-020_SPAdescontigs	571	40	22	21	21	16	5678810	5438388	5397983	5391796	5391796	5210889	83	920712	5466202	52379	57.22	52.52	391302	920712	93498	920712	564758.9	58937474.3	4	1	13	1	1.0	1.0	701.0	0.0	0.0	0.0	0.0	58 + 4 part	5401127	97.81	1.266	0.0	491.65	7.71	29681.0	64883.0	-	29681	-	2490	180.9	18874.1	-	1	-	5	T7-020__pl_3	spades	IndividualPlasmids	spades
NK_H9_006_SPAdescontigs	3337	37	31	30	27	24	6947079	5431159	5418020	5412083	5359594	5269883	188	1084337	5509751	211374	57.19	49.63	304084	1084337	86488	1084337	421473.4	10986277.4	5	1	20	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	175 + 4 part	5294935	99.62	1.013	0.0	21.11	0.47	106608.0	213214.0	-	106608	-	28699	3205.2	83546.9	-	1	-	3	NK_H9_006__pl_1	spades	IndividualPlasmids	spades
NK_H9_006_SPAdescontigs	3337	37	31	30	27	24	6947079	5431159	5418020	5412083	5359594	5269883	188	1084337	5509751	5810	57.19	49.14	304084	1084337	86488	1084337	421473.4	399692494.6	5	1	20	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187 + 0 part	5503814	100.0	1.022	0.0	0.0	16.84	5937.0	5937.0	-	5937	-	5937	6.4	6066.8	-	1	-	1	NK_H9_006__pl_2	spades	IndividualPlasmids	spades
T7-032_SPAdescontigs	607	43	28	23	22	17	5983742	5731821	5698777	5670338	5645688	5464664	94	598479	5760159	4809	57.26	46.25	437365	598479	113270	598479	388797.5	465696639.5	6	1	14	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93 + 0 part	5755223	100.0	1.026	0.0	0.0	20.26	4936.0	4936.0	-	4936	-	4936	4.2	5066.4	-	1	-	1	T7-032__pl_1	spades	IndividualPlasmids	spades
T7-034_SPAdescontigs	662	69	47	38	32	28	5981403	5726336	5672716	5603307	5495575	5356910	119	617462	5756924	212671	56.89	44.94	215167	617462	61688	617462	271892.5	7360027.3	9	1	26	1	4.0	4.0	119921.0	0.0	0.0	0.0	2.0	65 + 34 part	5534079	98.938	1.055	0.0	109.04	6.31	70565.0	221946.0	-	63249	-	12574	1991.8	53917.0	-	2	-	4	T7-034__pl_1	spades	IndividualPlasmids	spades
T7-034_SPAdescontigs	662	69	47	38	32	28	5981403	5726336	5672716	5603307	5495575	5356910	119	617462	5756924	144344	56.89	51.77	215167	617462	61688	617462	271892.5	10843986.4	9	1	26	1	2.0	2.0	2276.0	0.0	0.0	0.0	2.0	52 + 33 part	5605661	95.942	1.087	0.0	146.79	5.98	37354.0	150551.0	-	16736	-	1235	458.1	18271.6	-	3	-	16	T7-034__pl_2	spades	IndividualPlasmids	spades
T7-034_SPAdescontigs	662	69	47	38	32	28	5981403	5726336	5672716	5603307	5495575	5356910	119	617462	5756924	111076	56.89	49.27	215167	617462	61688	617462	271892.5	14091832.4	9	1	26	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	82 + 31 part	5639597	100.0	1.049	0.0	46.35	1.72	110282.0	116512.0	-	110282	-	110282	2112.9	109510.6	-	1	-	1	T7-034__pl_3	spades	IndividualPlasmids	spades
T7-034_SPAdescontigs	662	69	47	38	32	28	5981403	5726336	5672716	5603307	5495575	5356910	119	617462	5756924	67203	56.89	54.23	215167	617462	61688	617462	271892.5	23291584.8	9	1	26	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118 + 0 part	5689594	100.0	1.002	0.0	0.0	1.49	67330.0	67330.0	-	67330	-	67330	787.5	67457.2	-	1	-	1	T7-034__pl_4	spades	IndividualPlasmids	spades
T7-034_SPAdescontigs	662	69	47	38	32	28	5981403	5726336	5672716	5603307	5495575	5356910	119	617462	5756924	28960	56.89	51.58	215167	617462	61688	617462	271892.5	54049184.2	9	1	26	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	71 + 35 part	5722306	93.667	1.243	0.0	249.07	5.93	11726.0	33726.0	-	4580	-	781	33.0	6550.8	-	2	-	7	T7-034__pl_5	spades	IndividualPlasmids	spades
T7-034_SPAdescontigs	662	69	47	38	32	28	5981403	5726336	5672716	5603307	5495575	5356910	119	617462	5756924	17019	56.89	66.51	215167	617462	61688	617462	271892.5	91971583.2	9	1	26	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118 + 0 part	5739781	100.0	1.007	0.0	122.5	17.5	17143.0	17143.0	-	17143	-	17143	51.0	17267.9	-	1	-	1	T7-034__pl_6	spades	IndividualPlasmids	spades
T7-034_SPAdescontigs	662	69	47	38	32	28	5981403	5726336	5672716	5603307	5495575	5356910	119	617462	5756924	1698	56.89	44.64	215167	617462	61688	617462	271892.5	921828253.3	9	1	26	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118 + 0 part	5755099	100.0	1.075	0.0	0.0	54.79	1825.0	1825.0	-	1825	-	1825	0.6	1961.5	-	1	-	1	T7-034__pl_7	spades	IndividualPlasmids	spades
T7-051_SPAdescontigs	641	30	24	23	23	19	5733688	5459854	5445983	5440960	5440960	5313605	75	744076	5485805	151112	57.12	51.2	359002	744076	107221	744076	384924.5	13973879.5	6	1	16	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71 + 1 part	5334803	99.574	1.004	0.0	11.92	0.66	145609.0	151002.0	-	145609	-	145609	3868.3	140429.1	-	1	-	1	T7-051__pl_1	spades	IndividualPlasmids	spades
T7-078_SPAdescontigs	754	40	32	32	29	21	5829330	5505876	5490074	5490074	5441787	5135198	90	1277576	5535693	171734	57.23	49.48	345159	1277576	64598	1277576	521520.3	16810744.5	5	1	19	1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	79 + 4 part	5359889	99.318	1.031	0.0	105.23	1.14	68815.0	175804.0	-	64598	-	33210	1810.8	58369.5	-	2	-	3	T7-078__pl_1	spades	IndividualPlasmids	spades
T7-078_SPAdescontigs	754	40	32	32	29	21	5829330	5505876	5490074	5490074	5441787	5135198	90	1277576	5535693	3240	57.23	43.64	345159	1277576	64598	1277576	521520.3	891042097.2	5	1	19	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89 + 0 part	5532326	100.0	1.0	0.0	0.0	0.0	3240.0	3240.0	-	3240	-	3240	1.9	3240.0	-	1	-	1	T7-078__pl_2	spades	IndividualPlasmids	spades
T7-085_SPAdescontigs	753	104	69	56	41	33	5810750	5538075	5454597	5363020	5100080	4811967	145	656846	5562607	222840	57.17	50.96	138198	656846	34842	656846	205286.2	5124422.1	11	1	38	1	1.0	1.0	4810.0	0.0	0.0	0.0	8.0	56 + 58 part	5342789	93.99	1.048	0.0	76.09	2.28	27017.0	219470.0	-	19299	-	1397	593.8	14821.5	-	5	-	22	T7-085__pl_1	spades	IndividualPlasmids	spades
T7-085_SPAdescontigs	753	104	69	56	41	33	5810750	5538075	5454597	5363020	5100080	4811967	145	656846	5562607	118885	57.17	52.66	138198	656846	34842	656846	205286.2	9605301.0	11	1	38	1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	69 + 55 part	5435749	96.487	1.09	0.0	76.8	6.4	71106.0	124992.0	-	71106	-	1440	988.0	46226.1	-	1	-	9	T7-085__pl_2	spades	IndividualPlasmids	spades
T7-085_SPAdescontigs	753	104	69	56	41	33	5810750	5538075	5454597	5363020	5100080	4811967	145	656846	5562607	94556	57.17	54.59	138198	656846	34842	656846	205286.2	12076718.7	11	1	38	1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	94 + 34 part	5464177	96.19	1.07	0.0	108.93	6.17	31888.0	97308.0	-	8365	-	3263	266.8	15696.3	-	3	-	9	T7-085__pl_3	spades	IndividualPlasmids	spades
T7-085_SPAdescontigs	753	104	69	56	41	33	5810750	5538075	5454597	5363020	5100080	4811967	145	656846	5562607	7834	57.17	45.32	138198	656846	34842	656846	205286.2	145765409.0	11	1	38	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121 + 21 part	5549716	100.0	1.597	0.0	879.3	23.98	7869.0	12510.0	-	7869	-	7869	11.4	8112.5	-	1	-	1	T7-085__pl_4	spades	IndividualPlasmids	spades
T7-085_SPAdescontigs	753	104	69	56	41	33	5810750	5538075	5454597	5363020	5100080	4811967	145	656846	5562607	5567	57.17	49.85	138198	656846	34842	656846	205286.2	205124162.8	11	1	38	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144 + 0 part	5556913	100.0	1.023	0.0	0.0	17.56	5694.0	5694.0	-	5694	-	5694	5.8	5823.9	-	1	-	1	T7-085__pl_5	spades	IndividualPlasmids	spades
T7-085_SPAdescontigs	753	104	69	56	41	33	5810750	5538075	5454597	5363020	5100080	4811967	145	656846	5562607	5216	57.17	49.77	138198	656846	34842	656846	205286.2	218927571.7	11	1	38	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	142 + 3 part	5556751	100.0	1.123	0.0	290.3	136.61	5503.0	5856.0	-	5503	-	5503	5.5	5818.7	-	1	-	1	T7-085__pl_6	spades	IndividualPlasmids	spades
T7-085_SPAdescontigs	753	104	69	56	41	33	5810750	5538075	5454597	5363020	5100080	4811967	145	656846	5562607	4350	57.17	45.66	138198	656846	34842	656846	205286.2	262511773.4	11	1	38	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141 + 3 part	5557631	100.0	1.144	0.0	180.87	60.29	4477.0	4976.0	-	4477	-	4477	3.6	4632.0	-	1	-	1	T7-085__pl_7	spades	IndividualPlasmids	spades
T7-085_SPAdescontigs	753	104	69	56	41	33	5810750	5538075	5454597	5363020	5100080	4811967	145	656846	5562607	2495	57.17	51.46	138198	656846	34842	656846	205286.2	457685857.4	11	1	38	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144 + 0 part	5559985	100.0	1.051	0.0	0.0	38.14	2622.0	2622.0	-	2622	-	2622	1.2	2755.5	-	1	-	1	T7-085__pl_8	spades	IndividualPlasmids	spades
T7-085_SPAdescontigs	753	104	69	56	41	33	5810750	5538075	5454597	5363020	5100080	4811967	145	656846	5562607	1240	57.17	46.13	138198	656846	34842	656846	205286.2	920908237.2	11	1	38	1	1.0	1.0	1488.0	0.0	0.0	0.0	0.0	144 + 0 part	5561119	100.0	1.2	0.0	0.0	67.2	1367.0	1488.0	-	1367	-	1367	0.3	1518.8	-	1	-	1	T7-085__pl_9	spades	IndividualPlasmids	spades
T7-103_SPAdescontigs	385	58	44	38	28	22	5429257	5285444	5254080	5206804	5037700	4852922	105	815030	5313686	193461	57.51	52.93	359030	815030	59072	815030	350804.1	9635341.9	6	1	21	1	1.0	1.0	507.0	0.0	0.0	0.0	1.0	51 + 28 part	5124517	94.121	1.036	0.0	13.25	0.53	27301.0	188641.0	-	19278	-	1302	588.5	16164.8	-	4	-	17	T7-103__pl_1	spades	IndividualPlasmids	spades
T7-103_SPAdescontigs	385	58	44	38	28	22	5429257	5285444	5254080	5206804	5037700	4852922	105	815030	5313686	5762	57.51	48.23	359030	815030	59072	815030	350804.1	323509699.5	6	1	21	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104 + 0 part	5307797	100.0	1.022	0.0	0.0	16.98	5889.0	5889.0	-	5889	-	5889	6.5	6018.8	-	1	-	1	T7-103__pl_2	spades	IndividualPlasmids	spades
T7-125_SPAdescontigs	382	25	19	18	17	15	5673545	5520137	5507692	5501661	5481590	5415426	59	1074045	5540044	223624	56.87	45.32	416424	1074045	105123	1074045	579088.9	14346303.5	4	1	11	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55 + 2 part	5314901	100.0	1.006	0.0	16.45	1.78	223425.0	224962.0	-	223425	-	223425	9010.7	223229.8	-	1	-	1	T7-125__pl_1	spades	IndividualPlasmids	spades
T7-125_SPAdescontigs	382	25	19	18	17	15	5673545	5520137	5507692	5501661	5481590	5415426	59	1074045	5540044	5904	56.87	49.05	416424	1074045	105123	1074045	579088.9	543390543.7	4	1	11	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58 + 0 part	5534013	100.0	1.022	0.0	0.0	16.58	6031.0	6031.0	-	6031	-	6031	6.6	6160.7	-	1	-	1	T7-125__pl_2	spades	IndividualPlasmids	spades
T7-105_SPAdescontigs	396	33	24	18	15	12	5905751	5750343	5727455	5685754	5642893	5532438	64	980493	5769071	63827	57.17	50.9	665013	980493	189537	980493	622927.2	56303930.5	4	1	10	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	44 + 7 part	5705382	96.249	1.037	0.0	122.47	4.71	13325.0	63689.0	-	7016	-	1259	81.9	7404.5	-	4	-	10	T7-105__pl_1	spades	IndividualPlasmids	spades
T7-105_SPAdescontigs	396	33	24	18	15	12	5905751	5750343	5727455	5685754	5642893	5532438	64	980493	5769071	57802	57.17	45.2	665013	980493	189537	980493	622927.2	62172779.0	4	1	10	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52 + 9 part	5706885	98.497	1.092	0.0	257.29	11.26	49160.0	62186.0	-	49160	-	6273	428.0	42714.5	-	1	-	2	T7-105__pl_2	spades	IndividualPlasmids	spades
T7-115_SPAdescontigs	394	41	27	25	23	18	5692228	5537933	5506701	5492332	5449301	5285324	77	1287269	5558051	236851	57.14	52.63	364179	1287269	93145	1287269	543158.4	12745997.7	5	1	15	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53 + 14 part	5318086	99.588	1.017	0.0	35.42	1.25	111897.0	239965.0	-	60512	-	21636	3205.0	75209.2	-	2	-	4	T7-115__pl_1	spades	IndividualPlasmids	spades
T7-115_SPAdescontigs	394	41	27	25	23	18	5692228	5537933	5506701	5492332	5449301	5285324	77	1287269	5558051	36313	57.14	43.82	364179	1287269	93145	1287269	543158.4	83135579.7	5	1	15	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74 + 2 part	5520696	100.0	1.029	0.0	56.22	5.35	36304.0	37355.0	-	36304	-	36304	237.2	36310.2	-	1	-	1	T7-115__pl_2	spades	IndividualPlasmids	spades
T7-115_SPAdescontigs	394	41	27	25	23	18	5692228	5537933	5506701	5492332	5449301	5285324	77	1287269	5558051	8627	57.14	48.36	364179	1287269	93145	1287269	543158.4	349936513.9	5	1	15	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74 + 2 part	5548932	100.0	1.057	0.0	120.63	10.97	8754.0	9119.0	-	8754	-	8754	13.8	8891.5	-	1	-	1	T7-115__pl_3	spades	IndividualPlasmids	spades
T7-115_SPAdescontigs	394	41	27	25	23	18	5692228	5537933	5506701	5492332	5449301	5285324	77	1287269	5558051	5488	57.14	46.47	364179	1287269	93145	1287269	543158.4	550091527.9	5	1	15	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74 + 2 part	5552098	100.0	1.085	0.0	184.78	16.8	5615.0	5953.0	-	5615	-	5615	5.7	5756.2	-	1	-	1	T7-115__pl_4	spades	IndividualPlasmids	spades
T7-115_SPAdescontigs	394	41	27	25	23	18	5692228	5537933	5506701	5492332	5449301	5285324	77	1287269	5558051	4161	57.14	37.2	364179	1287269	93145	1287269	543158.4	725523264.9	5	1	15	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76 + 0 part	5553763	100.0	1.031	0.0	0.0	23.32	4288.0	4288.0	-	4288	-	4288	3.3	4418.9	-	1	-	1	T7-115__pl_5	spades	IndividualPlasmids	spades
T7-129_SPAdescontigs	587	18	17	17	16	14	5548411	5291946	5290274	5290274	5274998	5208902	52	2108509	5311313	58439	57.44	51.69	785684	2108509	106240	2108509	1069749.1	97225690.2	2	1	10	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51 + 0 part	5252747	100.0	1.002	0.0	0.0	1.71	58566.0	58566.0	-	58566	-	58566	645.8	58693.3	-	1	-	1	T7-129__pl_1	spades	IndividualPlasmids	spades
T7-097_SPAdescontigs	689	56	41	36	30	25	5991514	5711123	5678403	5645334	5546933	5384666	117	543338	5748247	241958	56.95	51.76	374446	543338	84075	543338	313471.5	7447207.2	7	1	22	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65 + 22 part	5505294	97.639	1.025	0.0	31.39	2.06	124633.0	242135.0	-	124633	-	2482	3050.9	72481.2	-	1	-	9	T7-097__pl_1	spades	IndividualPlasmids	spades
T7-097_SPAdescontigs	689	56	41	36	30	25	5991514	5711123	5678403	5645334	5546933	5384666	117	543338	5748247	107659	56.95	49.35	374446	543338	84075	543338	313471.5	16737210.7	7	1	22	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114 + 0 part	5639453	100.0	1.003	0.0	1.85	1.85	107791.0	107992.0	-	107791	-	107791	2021.3	107923.3	-	1	-	1	T7-097__pl_2	spades	IndividualPlasmids	spades
T7-097_SPAdescontigs	689	56	41	36	30	25	5991514	5711123	5678403	5645334	5546933	5384666	117	543338	5748247	4164	56.95	46.49	374446	543338	84075	543338	313471.5	432735678.5	7	1	22	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	112 + 3 part	5742143	100.0	1.409	0.0	4293.75	68.15	4291.0	5869.0	-	4291	-	4291	3.3	4557.2	-	1	-	1	T7-097__pl_3	spades	IndividualPlasmids	spades
T7-133_SPAdescontigs	532	98	72	61	47	31	5816186	5625424	5572859	5489148	5252006	4671893	133	477333	5646048	226772	57.18	52.42	161179	477333	32151	477333	173538.7	4320672.7	12	1	42	1	0.0	0.0	0.0	0.0	0.0	0.0	5.0	52 + 58 part	5417942	95.422	1.054	0.0	67.95	1.32	44498.0	228104.0	-	23618	-	2784	861.0	21437.6	-	4	-	13	T7-133__pl_1	spades	IndividualPlasmids	spades
T7-133_SPAdescontigs	532	98	72	61	47	31	5816186	5625424	5572859	5489148	5252006	4671893	133	477333	5646048	32578	57.18	53.23	161179	477333	32151	477333	173538.7	30075744.1	12	1	42	1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	68 + 60 part	5605831	97.345	1.268	0.0	72.11	0.0	20681.0	40217.0	-	20681	-	8707	89.9	15574.1	-	1	-	2	T7-133__pl_2	spades	IndividualPlasmids	spades
T7-133_SPAdescontigs	532	98	72	61	47	31	5816186	5625424	5572859	5489148	5252006	4671893	133	477333	5646048	9582	57.18	43.51	161179	477333	32151	477333	173538.7	102255019.0	12	1	42	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127 + 5 part	5635183	100.0	1.134	0.0	395.77	46.02	9709.0	10865.0	-	9709	-	9709	16.8	9875.3	-	1	-	1	T7-133__pl_3	spades	IndividualPlasmids	spades
T7-133_SPAdescontigs	532	98	72	61	47	31	5816186	5625424	5572859	5489148	5252006	4671893	133	477333	5646048	5665	57.18	48.7	161179	477333	32151	477333	173538.7	172958092.2	12	1	42	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131 + 1 part	5639912	100.0	1.083	0.0	130.38	81.49	5792.0	6136.0	-	5792	-	5792	6.0	5942.7	-	1	-	1	T7-133__pl_4	spades	IndividualPlasmids	spades
T7-133_SPAdescontigs	532	98	72	61	47	31	5816186	5625424	5572859	5489148	5252006	4671893	133	477333	5646048	4079	57.18	35.62	161179	477333	32151	477333	173538.7	240207794.1	12	1	42	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	132 + 0 part	5641842	100.0	1.031	0.0	0.0	23.78	4206.0	4206.0	-	4206	-	4206	3.1	4337.0	-	1	-	1	T7-133__pl_5	spades	IndividualPlasmids	spades
T7-146_SPAdescontigs	469	29	22	22	22	19	5548077	5356313	5339364	5339364	5339364	5239274	58	530585	5373102	54574	57.4	52.92	378162	530585	125159	530585	345903.3	34056026.9	6	1	15	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57 + 0 part	5318398	100.0	1.002	0.0	7.31	5.48	54704.0	54704.0	-	54704	-	54704	556.9	54834.3	-	1	-	1	T7-146__pl_1	spades	IndividualPlasmids	spades
T7-141_SPAdescontigs	593	59	44	37	30	25	5793190	5563249	5529779	5478440	5373048	5219878	81	462564	5576505	162020	57.0	49.81	290242	462564	86673	462564	258970.5	8913406.9	8	1	23	1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	56 + 9 part	5415454	96.186	1.033	0.0	84.45	8.07	33617.0	161051.0	-	20362	-	3218	565.5	19464.6	-	3	-	11	T7-141__pl_1	spades	IndividualPlasmids	spades
T7-141_SPAdescontigs	593	59	44	37	30	25	5793190	5563249	5529779	5478440	5373048	5219878	81	462564	5576505	119828	57.0	52.42	290242	462564	86673	462564	258970.5	12051859.1	8	1	23	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67 + 9 part	5455778	99.076	1.017	0.0	18.22	2.48	93116.0	120727.0	-	93116	-	19895	1629.2	75816.8	-	1	-	2	T7-141__pl_2	spades	IndividualPlasmids	spades
T7-141_SPAdescontigs	593	59	44	37	30	25	5793190	5563249	5529779	5478440	5373048	5219878	81	462564	5576505	108285	57.0	49.09	290242	462564	86673	462564	258970.5	13336567.2	8	1	23	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79 + 0 part	5467593	100.0	1.002	0.0	5.53	3.69	108412.0	108515.0	-	108412	-	108412	2107.6	108539.2	-	1	-	1	T7-141__pl_3	spades	IndividualPlasmids	spades
T7-141_SPAdescontigs	593	59	44	37	30	25	5793190	5563249	5529779	5478440	5373048	5219878	81	462564	5576505	52340	57.0	47.01	290242	462564	86673	462564	258970.5	27591711.5	8	1	23	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76 + 4 part	5523832	99.662	1.01	0.0	7.59	0.0	52163.0	52673.0	-	52163	-	52163	487.9	51987.8	-	1	-	1	T7-141__pl_4	spades	IndividualPlasmids	spades
T7-153_SPAdescontigs	613	51	37	34	28	22	5817179	5575004	5551421	5530561	5415396	5225590	86	938013	5595251	231556	57.16	52.11	372429	938013	73773	938013	404279.0	9768878.4	6	1	20	1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	40 + 23 part	5363279	97.893	1.018	0.0	33.35	0.0	121998.0	230862.0	-	121998	-	6430	3041.1	73483.8	-	1	-	6	T7-153__pl_1	spades	IndividualPlasmids	spades
T7-158_SPAdescontigs	577	34	27	25	24	22	5674831	5438433	5420476	5408750	5397407	5336425	66	761919	5456875	177357	57.24	48.65	268670	761919	121555	761919	354284.0	10900519.0	6	1	18	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63 + 0 part	5280185	99.552	1.001	0.0	0.0	0.0	164485.0	176690.0	-	164485	-	164485	4981.7	153276.8	-	1	-	1	T7-158__pl_1	spades	IndividualPlasmids	spades
T7-179_SPAdescontigs	375	62	35	29	23	19	5782060	5668995	5603090	5562751	5473804	5344119	80	773490	5681000	73376	57.21	51.26	366279	773490	98701	773490	391567.6	30316394.8	6	1	17	1	3.0	2.0	1821.0	0.0	0.0	0.0	2.0	41 + 14 part	5606042	91.06	1.11	0.0	246.79	5.39	15431.0	74152.0	-	11882	-	828	107.0	8288.1	-	3	-	17	T7-179__pl_1	spades	IndividualPlasmids	spades
T7-179_SPAdescontigs	375	62	35	29	23	19	5782060	5668995	5603090	5562751	5473804	5344119	80	773490	5681000	37240	57.21	51.06	366279	773490	98701	773490	391567.6	59734043.6	6	1	17	1	0.0	0.0	0.0	0.0	0.0	0.0	4.0	51 + 17 part	5644045	90.0	1.103	0.0	384.25	10.82	6762.0	36955.0	-	4037	-	505	23.2	3541.3	-	4	-	16	T7-179__pl_2	spades	IndividualPlasmids	spades
T7-179_SPAdescontigs	375	62	35	29	23	19	5782060	5668995	5603090	5562751	5473804	5344119	80	773490	5681000	7800	57.21	54.83	366279	773490	98701	773490	391567.6	285191767.3	6	1	17	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79 + 0 part	5673073	100.0	1.016	0.0	0.0	12.62	7927.0	7927.0	-	7927	-	7927	11.1	8056.1	-	1	-	1	T7-179__pl_3	spades	IndividualPlasmids	spades
T7-180_SPAdescontigs	355	47	33	30	24	16	5487195	5371958	5337560	5316351	5212524	4944837	53	840784	5376156	127269	57.39	53.01	427817	840784	79939	840784	445815.5	18832344.7	5	1	15	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	28 + 14 part	5250562	95.601	1.032	0.0	97.93	3.18	26957.0	125594.0	-	26256	-	2420	479.1	20237.9	-	3	-	7	T7-180__pl_1	spades	IndividualPlasmids	spades
T7-180_SPAdescontigs	355	47	33	30	24	16	5487195	5371958	5337560	5316351	5212524	4944837	53	840784	5376156	64997	57.39	51.61	427817	840784	79939	840784	445815.5	36875143.0	5	1	15	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34 + 9 part	5310334	96.234	1.052	0.0	107.87	1.52	19671.0	65822.0	-	14883	-	1678	145.7	12051.2	-	2	-	7	T7-180__pl_2	spades	IndividualPlasmids	spades
T7-181_SPAdescontigs	336	30	22	21	20	15	5330975	5217099	5196261	5190999	5176340	5002622	41	1110916	5223776	5136	57.56	42.6	362668	1110916	107174	1110916	533232.2	542345351.7	4	1	12	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	39 + 1 part	5217622	100.0	1.198	0.0	357.49	48.75	5262.0	6154.0	-	5262	-	5262	5.4	5448.7	-	1	-	1	T7-181__pl_1	spades	IndividualPlasmids	spades
T7-181_SPAdescontigs	336	30	22	21	20	15	5330975	5217099	5196261	5190999	5176340	5002622	41	1110916	5223776	3631	57.56	44.2	362668	1110916	107174	1110916	533232.2	767140106.3	4	1	12	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	39 + 1 part	5219157	100.0	1.272	0.0	476.29	21.65	3727.0	4619.0	-	3727	-	3727	2.7	3907.0	-	1	-	1	T7-181__pl_2	spades	IndividualPlasmids	spades
