PlasmidTool	Prediction	SampleID	QueryID	QueryLength	SubjectID	SubjectLength	AlignmentLength	Identity	QCovHSP	SRAssemblerUsed
HyAsp	plasmid	NK_H21_078	plasmid_9	307136	NK_H21_078__chr	5222537	151133	99.968	49	unicycler
HyAsp	plasmid	NK_H21_078	plasmid_9	307136	NK_H21_078__chr	5222537	153787	99.96	50	unicycler
HyAsp	plasmid	NK_H21_078	plasmid_9	307136	NK_H21_078__chr	5222537	3251	99.446	1	unicycler
HyAsp	plasmid	NK_H21_078	plasmid_9	307136	NK_H21_078__chr	5222537	553	100.0	0	unicycler
HyAsp	plasmid	KP_NORM_URN_56847	plasmid_0	38500	KP_NORM_URN_56847__pl_2	58638	10893	100.0	28	unicycler
HyAsp	plasmid	KP_NORM_URN_56847	plasmid_0	38500	KP_NORM_URN_56847__pl_2	58638	11326	99.974	29	unicycler
HyAsp	plasmid	KP_NORM_URN_56847	plasmid_0	38500	KP_NORM_URN_56847__pl_2	58638	4240	100.0	11	unicycler
HyAsp	plasmid	KP_NORM_URN_56847	plasmid_0	38500	KP_NORM_URN_56847__pl_2	58638	4977	100.0	13	unicycler
HyAsp	plasmid	KP_NORM_URN_56847	plasmid_0	38500	KP_NORM_URN_56847__pl_2	58638	7905	100.0	21	unicycler
HyAsp	plasmid	KP_NORM_URN_56847	plasmid_2	14578	KP_NORM_URN_56847__pl_2	58638	10119	99.99	69	unicycler
HyAsp	plasmid	KP_NORM_URN_56847	plasmid_2	14578	KP_NORM_URN_56847__pl_2	58638	1451	100.0	10	unicycler
HyAsp	plasmid	KP_NORM_URN_56847	plasmid_2	14578	KP_NORM_URN_56847__pl_2	58638	3833	100.0	26	unicycler
HyAsp	plasmid	KP_NORM_URN_56847	plasmid_3	172282	KP_NORM_URN_56847__pl_1	172282	105837	99.997	61	unicycler
HyAsp	plasmid	KP_NORM_URN_56847	plasmid_3	172282	KP_NORM_URN_56847__pl_1	172282	27101	99.989	16	unicycler
HyAsp	plasmid	KP_NORM_URN_56847	plasmid_3	172282	KP_NORM_URN_56847__pl_1	172282	32949	99.991	19	unicycler
HyAsp	plasmid	KP_NORM_URN_56847	plasmid_3	172282	KP_NORM_URN_56847__pl_1	172282	7143	99.958	4	unicycler
HyAsp	plasmid	KP_NORM_URN_56847	plasmid_5	2834	KP_NORM_URN_56847__pl_2	58638	2834	100.0	100	unicycler
HyAsp	plasmid	NK_H21_076	plasmid_0	5910	NK_H21_076__pl_1	107480	5910	100.0	100	unicycler
HyAsp	plasmid	NK_H21_076	plasmid_1	52685	NK_H21_076__pl_1	107480	2676	99.925	5	unicycler
HyAsp	plasmid	NK_H21_076	plasmid_1	52685	NK_H21_076__pl_1	107480	50745	99.982	96	unicycler
HyAsp	plasmid	NK_H21_076	plasmid_2	38531	NK_H21_076__pl_1	107480	38531	99.995	100	unicycler
HyAsp	plasmid	NK_H21_076	plasmid_3	5005	NK_H21_076__chr	5358689	5005	100.0	100	unicycler
HyAsp	plasmid	NK_H21_076	plasmid_4	35293	NK_H21_076__chr	5358689	35293	99.994	100	unicycler
HyAsp	plasmid	NK_H21_076	plasmid_5	462181	NK_H21_076__chr	5358689	361463	99.997	78	unicycler
HyAsp	plasmid	NK_H21_076	plasmid_5	462181	NK_H21_076__chr	5358689	50704	100.0	11	unicycler
HyAsp	plasmid	NK_H21_076	plasmid_5	462181	NK_H21_076__chr	5358689	51610	99.899	11	unicycler
HyAsp	plasmid	KP_NORM_URN_58233	plasmid_0	34915	KP_NORM_URN_58233__pl_1	121088	13287	99.88	38	unicycler
HyAsp	plasmid	KP_NORM_URN_58233	plasmid_0	34915	KP_NORM_URN_58233__pl_1	121088	20352	99.749	58	unicycler
HyAsp	plasmid	KP_NORM_URN_58233	plasmid_0	34915	KP_NORM_URN_58233__pl_1	121088	2336	100.0	7	unicycler
HyAsp	plasmid	KP_NORM_URN_58233	plasmid_1	43161	KP_NORM_URN_58233__pl_1	121088	43161	100.0	100	unicycler
HyAsp	plasmid	KP_NORM_URN_58233	plasmid_2	15201	KP_NORM_URN_58233__pl_1	121088	14919	100.0	98	unicycler
HyAsp	plasmid	KP_NORM_URN_58233	plasmid_2	15201	KP_NORM_URN_58233__pl_1	121088	282	100.0	2	unicycler
HyAsp	plasmid	KP_NORM_URN_58233	plasmid_4	8269	KP_NORM_URN_58233__pl_1	121088	8269	100.0	100	unicycler
HyAsp	plasmid	KP_NORM_URN_58233	plasmid_5	35359	KP_NORM_URN_58233__chr	5334665	35359	99.997	100	unicycler
HyAsp	plasmid	KP_NORM_URN_58233	plasmid_6	14760	KP_NORM_URN_58233__chr	5334665	4951	99.657	34	unicycler
HyAsp	plasmid	KP_NORM_URN_58233	plasmid_6	14760	KP_NORM_URN_58233__pl_1	121088	10639	99.84	72	unicycler
HyAsp	plasmid	KP_NORM_URN_58233	plasmid_7	163705	KP_NORM_URN_58233__chr	5334665	163705	100.0	100	unicycler
HyAsp	plasmid	KP_NORM_URN_58233	plasmid_8	4846	KP_NORM_URN_58233__chr	5334665	4825	100.0	99	unicycler
HyAsp	plasmid	NK_H22_075	plasmid_0	35359	NK_H22_075__chr	5271748	35359	100.0	100	unicycler
HyAsp	plasmid	NK_H22_075	plasmid_1	34019	NK_H22_075__pl_1	226401	34019	100.0	100	unicycler
HyAsp	plasmid	NK_H22_075	plasmid_2	5774	NK_H22_075__chr	5271748	5779	99.515	100	unicycler
HyAsp	plasmid	NK_H22_075	plasmid_4	248904	NK_H22_075__chr	5271748	248904	100.0	100	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_0	10823	NK_H15_042__pl_1	198393	3983	99.975	37	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_0	10823	NK_H15_042__pl_2	112249	8057	99.95	74	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_10	4614	NK_H15_042__chr	5318047	4614	100.0	100	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_1	90893	NK_H15_042__pl_1	198393	19923	100.0	22	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_1	90893	NK_H15_042__pl_1	198393	71544	99.992	79	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_2	132414	NK_H15_042__chr	5318047	106077	100.0	80	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_2	132414	NK_H15_042__pl_2	112249	19394	100.0	15	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_2	132414	NK_H15_042__pl_2	112249	8286	99.988	6	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_29	3333	NK_H15_042__pl_1	198393	3333	100.0	100	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_3	64230	NK_H15_042__pl_1	198393	3389	99.882	5	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_3	64230	NK_H15_042__pl_2	112249	62051	99.998	97	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_4	38622	NK_H15_042__pl_1	198393	19220	100.0	50	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_4	38622	NK_H15_042__pl_1	198393	19402	100.0	50	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_5	48594	NK_H15_042__chr	5318047	33358	100.0	69	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_5	48594	NK_H15_042__pl_2	112249	16579	99.994	34	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_7	46661	NK_H15_042__pl_1	198393	1416	99.718	3	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_7	46661	NK_H15_042__pl_1	198393	41558	99.99	89	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_7	46661	NK_H15_042__pl_1	198393	5030	99.98	11	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_8	10524	NK_H15_042__pl_1	198393	10524	100.0	100	unicycler
HyAsp	plasmid	NK_H15_042	plasmid_9	35568	NK_H15_042__chr	5318047	35568	99.997	100	unicycler
HyAsp	plasmid	NK_H14_015	plasmid_0	25874	NK_H14_015__pl_2	121064	11568	99.672	45	unicycler
HyAsp	plasmid	NK_H14_015	plasmid_0	25874	NK_H14_015__pl_2	121064	15778	98.631	61	unicycler
HyAsp	plasmid	NK_H14_015	plasmid_10	3356	NK_H14_015__pl_1	141710	3356	100.0	100	unicycler
HyAsp	plasmid	NK_H14_015	plasmid_1	17615	NK_H14_015__pl_2	121064	17623	99.495	100	unicycler
HyAsp	plasmid	NK_H14_015	plasmid_2	32707	NK_H14_015__pl_1	141710	11878	99.613	36	unicycler
HyAsp	plasmid	NK_H14_015	plasmid_2	32707	NK_H14_015__pl_1	141710	4111	99.951	13	unicycler
HyAsp	plasmid	NK_H14_015	plasmid_2	32707	NK_H14_015__pl_2	121064	10603	99.943	32	unicycler
HyAsp	plasmid	NK_H14_015	plasmid_2	32707	NK_H14_015__pl_2	121064	9593	99.979	29	unicycler
HyAsp	plasmid	NK_H14_015	plasmid_3	37529	NK_H14_015__pl_2	121064	37455	100.0	99	unicycler
HyAsp	plasmid	NK_H14_015	plasmid_4	59392	NK_H14_015__pl_1	141710	4519	100.0	8	unicycler
HyAsp	plasmid	NK_H14_015	plasmid_4	59392	NK_H14_015__pl_1	141710	54492	99.996	92	unicycler
HyAsp	plasmid	NK_H14_015	plasmid_4	59392	NK_H14_015__pl_2	121064	201	100.0	0	unicycler
HyAsp	plasmid	NK_H14_015	plasmid_5	3255	NK_H14_015__pl_2	121064	1121	100.0	34	unicycler
HyAsp	plasmid	NK_H14_015	plasmid_5	3255	NK_H14_015__pl_2	121064	2134	100.0	66	unicycler
HyAsp	plasmid	NK_H14_015	plasmid_6	11275	NK_H14_015__pl_2	121064	11275	99.991	100	unicycler
HyAsp	plasmid	NK_H14_015	plasmid_7	1835	NK_H14_015__pl_1	141710	1835	100.0	100	unicycler
HyAsp	plasmid	NK_H14_015	plasmid_8	62151	NK_H14_015__pl_1	141710	62151	100.0	100	unicycler
HyAsp	plasmid	NK_H24_028	plasmid_1	18466	NK_H24_028__pl_1	253372	15046	100.0	81	unicycler
HyAsp	plasmid	NK_H24_028	plasmid_1	18466	NK_H24_028__pl_1	253372	4213	99.976	23	unicycler
HyAsp	plasmid	NK_H24_028	plasmid_2	84608	NK_H24_028__pl_1	253372	15059	100.0	18	unicycler
HyAsp	plasmid	NK_H24_028	plasmid_2	84608	NK_H24_028__pl_1	253372	3833	99.922	5	unicycler
HyAsp	plasmid	NK_H24_028	plasmid_2	84608	NK_H24_028__pl_1	253372	59720	99.993	71	unicycler
HyAsp	plasmid	NK_H24_028	plasmid_2	84608	NK_H24_028__pl_1	253372	8413	99.964	10	unicycler
HyAsp	plasmid	NK_H24_028	plasmid_3	73958	NK_H24_028__pl_1	253372	2701	99.852	4	unicycler
HyAsp	plasmid	NK_H24_028	plasmid_3	73958	NK_H24_028__pl_1	253372	3497	100.0	5	unicycler
HyAsp	plasmid	NK_H24_028	plasmid_3	73958	NK_H24_028__pl_1	253372	60609	100.0	82	unicycler
HyAsp	plasmid	NK_H24_028	plasmid_3	73958	NK_H24_028__pl_1	253372	8153	100.0	11	unicycler
HyAsp	plasmid	NK_H24_028	plasmid_4	8846	NK_H24_028__pl_1	253372	8846	100.0	100	unicycler
HyAsp	plasmid	NK_H24_028	plasmid_5	18130	NK_H24_028__pl_1	253372	4762	99.979	26	unicycler
HyAsp	plasmid	NK_H24_028	plasmid_5	18130	NK_H24_028__pl_1	253372	6642	100.0	37	unicycler
HyAsp	plasmid	NK_H24_028	plasmid_5	18130	NK_H24_028__pl_1	253372	8340	100.0	46	unicycler
HyAsp	plasmid	NK_H24_028	plasmid_6	15245	NK_H24_028__pl_1	253372	12523	99.968	82	unicycler
HyAsp	plasmid	NK_H24_028	plasmid_6	15245	NK_H24_028__pl_1	253372	3492	99.914	23	unicycler
HyAsp	plasmid	NK_H24_028	plasmid_7	19637	NK_H24_028__pl_1	253372	19637	100.0	100	unicycler
HyAsp	plasmid	NK_H24_028	plasmid_8	41860	NK_H24_028__chr	5276102	41860	99.995	100	unicycler
HyAsp	plasmid	NK_H24_028	plasmid_9	141423	NK_H24_028__chr	5276102	141423	100.0	100	unicycler
HyAsp	plasmid	NK_H14_042	plasmid_0	5263	NK_H14_042__pl_3	5263	4427	100.0	84	unicycler
HyAsp	plasmid	NK_H14_042	plasmid_0	5263	NK_H14_042__pl_3	5263	836	100.0	16	unicycler
HyAsp	plasmid	NK_H14_042	plasmid_1	96055	NK_H14_042__pl_1	110031	8783	99.966	9	unicycler
HyAsp	plasmid	NK_H14_042	plasmid_1	96055	NK_H14_042__pl_1	110031	88275	99.932	92	unicycler
HyAsp	plasmid	NK_H14_042	plasmid_3	26730	NK_H14_042__chr	5537021	26730	99.989	100	unicycler
HyAsp	plasmid	NK_H14_042	plasmid_4	159535	NK_H14_042__chr	5537021	159538	99.992	100	unicycler
HyAsp	plasmid	NK_H26_006	plasmid_0	4259	NK_H26_006__pl_1	4259	3777	100.0	89	unicycler
HyAsp	plasmid	NK_H26_006	plasmid_0	4259	NK_H26_006__pl_1	4259	482	100.0	11	unicycler
HyAsp	plasmid	NK_H26_006	plasmid_1	35193	NK_H26_006__chr	5187757	35193	100.0	100	unicycler
HyAsp	plasmid	NK_H26_006	plasmid_2	6426	NK_H26_006__chr	5187757	1731	100.0	27	unicycler
HyAsp	plasmid	NK_H26_006	plasmid_2	6426	NK_H26_006__chr	5187757	4825	100.0	75	unicycler
HyAsp	plasmid	NK_H26_006	plasmid_3	231237	NK_H26_006__chr	5187757	136094	99.999	59	unicycler
HyAsp	plasmid	NK_H26_006	plasmid_3	231237	NK_H26_006__chr	5187757	95394	99.997	41	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_0	21269	NK_H22_027__pl_1	273657	12363	100.0	58	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_0	21269	NK_H22_027__pl_1	273657	8273	100.0	39	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_10	4592	NK_H22_027__chr	5279862	4592	100.0	100	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_11	35359	NK_H22_027__chr	5279862	35359	99.994	100	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_12	160564	NK_H22_027__chr	5279862	160296	100.0	99	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_12	160564	NK_H22_027__chr	5279862	415	98.313	0	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_13	20854	NK_H22_027__pl_1	273657	20854	100.0	100	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_14	267825	NK_H22_027__chr	5279862	267825	99.998	100	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_1	9307	NK_H22_027__pl_1	273657	3149	99.968	34	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_1	9307	NK_H22_027__pl_1	273657	6164	100.0	66	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_26	3043	NK_H22_027__pl_1	273657	3043	99.869	100	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_4	4917	NK_H22_027__pl_1	273657	4619	99.697	94	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_5	5167	NK_H22_027__pl_2	5167	1693	100.0	33	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_5	5167	NK_H22_027__pl_2	5167	3474	100.0	67	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_6	138960	NK_H22_027__pl_1	273657	1403	99.786	1	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_6	138960	NK_H22_027__pl_1	273657	2698	99.703	2	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_6	138960	NK_H22_027__pl_1	273657	52983	99.998	38	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_6	138960	NK_H22_027__pl_1	273657	83498	100.0	60	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_7	30478	NK_H22_027__pl_1	273657	24533	99.996	80	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_7	30478	NK_H22_027__pl_1	273657	5941	99.983	19	unicycler
HyAsp	plasmid	NK_H22_027	plasmid_9	8616	NK_H22_027__pl_1	273657	8616	100.0	100	unicycler
HyAsp	plasmid	NK_H24_054	plasmid_0	106009	NK_H24_054__pl_1	209558	2701	99.778	3	unicycler
HyAsp	plasmid	NK_H24_054	plasmid_0	106009	NK_H24_054__pl_1	209558	38679	100.0	36	unicycler
HyAsp	plasmid	NK_H24_054	plasmid_0	106009	NK_H24_054__pl_1	209558	52341	100.0	49	unicycler
HyAsp	plasmid	NK_H24_054	plasmid_0	106009	NK_H24_054__pl_1	209558	5472	100.0	5	unicycler
HyAsp	plasmid	NK_H24_054	plasmid_0	106009	NK_H24_054__pl_1	209558	8572	99.953	8	unicycler
HyAsp	plasmid	NK_H24_054	plasmid_1	103547	NK_H24_054__pl_1	209558	12793	100.0	12	unicycler
HyAsp	plasmid	NK_H24_054	plasmid_1	103547	NK_H24_054__pl_1	209558	90755	99.996	88	unicycler
HyAsp	plasmid	NK_H24_054	plasmid_2	35177	NK_H24_054__chr	5309249	35177	100.0	100	unicycler
HyAsp	plasmid	NK_H24_054	plasmid_3	5302	NK_H24_054__chr	5309249	5281	100.0	99	unicycler
HyAsp	plasmid	NK_H24_054	plasmid_4	142241	NK_H24_054__chr	5309249	142220	100.0	99	unicycler
HyAsp	plasmid	NK_H24_054	plasmid_5	95217	NK_H24_054__chr	5309249	95217	100.0	100	unicycler
HyAsp	plasmid	NK_H24_006	plasmid_0	6183	NK_H24_006__chr	5238157	1589	99.811	26	unicycler
HyAsp	plasmid	NK_H24_006	plasmid_0	6183	NK_H24_006__chr	5238157	4825	100.0	78	unicycler
HyAsp	plasmid	NK_H24_006	plasmid_1	34737	NK_H24_006__chr	5238157	34737	99.991	100	unicycler
HyAsp	plasmid	NK_H24_006	plasmid_2	165038	NK_H24_006__chr	5238157	165038	100.0	100	unicycler
HyAsp	plasmid	NK_H24_006	plasmid_3	55331	NK_H24_006__chr	5238157	55331	100.0	100	unicycler
HyAsp	plasmid	NK_H24_006	plasmid_4	274035	NK_H24_006__chr	5238157	274035	100.0	100	unicycler
HyAsp	plasmid	NK_H25_013	plasmid_0	4260	NK_H25_013__pl_4	4503	1489	100.0	35	unicycler
HyAsp	plasmid	NK_H25_013	plasmid_0	4260	NK_H25_013__pl_4	4503	2771	100.0	65	unicycler
HyAsp	plasmid	NK_H25_013	plasmid_1	77508	NK_H25_013__chr	5471165	646	100.0	1	unicycler
HyAsp	plasmid	NK_H25_013	plasmid_1	77508	NK_H25_013__pl_1	108973	30105	98.206	39	unicycler
HyAsp	plasmid	NK_H25_013	plasmid_1	77508	NK_H25_013__pl_1	108973	42909	99.958	55	unicycler
HyAsp	plasmid	NK_H25_013	plasmid_1	77508	NK_H25_013__pl_3	4804	1026	87.427	1	unicycler
HyAsp	plasmid	NK_H25_013	plasmid_1	77508	NK_H25_013__pl_5	3549	2639	99.697	3	unicycler
HyAsp	plasmid	NK_H25_013	plasmid_21	359653	NK_H25_013__chr	5471165	359653	100.0	100	unicycler
HyAsp	plasmid	NK_H25_013	plasmid_4	15139	NK_H25_013__pl_1	108973	15139	100.0	100	unicycler
HyAsp	plasmid	NK_H25_013	plasmid_5	91746	NK_H25_013__pl_1	108973	11728	100.0	13	unicycler
HyAsp	plasmid	NK_H25_013	plasmid_5	91746	NK_H25_013__pl_1	108973	18440	99.479	20	unicycler
HyAsp	plasmid	NK_H25_013	plasmid_5	91746	NK_H25_013__pl_2	72116	18418	100.0	20	unicycler
HyAsp	plasmid	NK_H25_013	plasmid_5	91746	NK_H25_013__pl_2	72116	51556	98.984	56	unicycler
HyAsp	plasmid	NK_H25_013	plasmid_6	39698	NK_H25_013__chr	5471165	39698	100.0	100	unicycler
HyAsp	plasmid	NK_H25_013	plasmid_8	389076	NK_H25_013__chr	5471165	389086	99.988	100	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_0	4249	NK_H17_002__pl_4	35643	4249	99.788	100	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_10	20715	NK_H17_002__chr	5253206	4447	100.0	21	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_10	20715	NK_H17_002__pl_1	160857	17527	100.0	85	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_11	19991	NK_H17_002__pl_1	160857	10698	100.0	54	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_11	19991	NK_H17_002__pl_4	35643	1037	100.0	5	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_11	19991	NK_H17_002__pl_4	35643	9609	99.958	48	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_1	17492	NK_H17_002__pl_1	160857	4590	99.673	26	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_1	17492	NK_H17_002__pl_2	156774	3364	99.97	19	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_1	17492	NK_H17_002__pl_2	156774	8999	99.8	51	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_1	17492	NK_H17_002__pl_3	81349	1714	99.942	10	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_1	17492	NK_H17_002__pl_4	35643	700	98.0	4	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_12	44385	NK_H17_002__chr	5253206	2343	99.915	5	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_12	44385	NK_H17_002__pl_2	156774	26489	99.845	60	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_12	44385	NK_H17_002__pl_3	81349	17420	99.971	39	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_13	2857	NK_H17_002__pl_2	156774	2857	100.0	100	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_15	24135	NK_H17_002__pl_1	160857	123	97.561	1	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_15	24135	NK_H17_002__pl_1	160857	14662	99.823	61	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_15	24135	NK_H17_002__pl_3	81349	769	100.0	3	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_15	24135	NK_H17_002__pl_3	81349	8492	99.965	35	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_16	1886	NK_H17_002__pl_1	160857	1885	98.727	99	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_18	17700	NK_H17_002__pl_3	81349	17700	99.96	100	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_19	8818	NK_H17_002__pl_2	156774	8818	99.932	100	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_20	6597	NK_H17_002__pl_2	156774	648	99.691	10	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_20	6597	NK_H17_002__pl_4	35643	3886	100.0	59	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_20	6597	NK_H17_002__pl_5	10767	2165	100.0	33	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_21	16293	NK_H17_002__pl_2	156774	16293	100.0	100	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_2	12877	NK_H17_002__pl_2	156774	12852	100.0	99	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_22	4769	NK_H17_002__pl_4	35643	4770	99.14	100	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_25	5549	NK_H17_002__pl_2	156774	5497	100.0	99	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_26	2715	NK_H17_002__pl_3	81349	2714	99.926	99	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_27	9621	NK_H17_002__pl_2	156774	9621	100.0	100	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_28	11438	NK_H17_002__pl_3	81349	11438	100.0	100	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_29	51132	NK_H17_002__pl_1	160857	3568	99.972	7	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_29	51132	NK_H17_002__pl_1	160857	47564	100.0	93	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_30	25423	NK_H17_002__pl_2	156774	25372	100.0	99	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_32	27446	NK_H17_002__chr	5253206	27444	99.989	99	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_33	73378	NK_H17_002__chr	5253206	73378	100.0	100	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_34	70423	NK_H17_002__chr	5253206	70423	100.0	100	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_3	64887	NK_H17_002__pl_1	160857	50607	99.992	78	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_3	64887	NK_H17_002__pl_2	156774	1905	99.948	3	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_3	64887	NK_H17_002__pl_2	156774	4091	99.976	6	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_3	64887	NK_H17_002__pl_4	35643	9650	99.834	15	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_4	5762	NK_H17_002__pl_2	156774	5737	100.0	99	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_5	5579	NK_H17_002__pl_2	156774	5579	100.0	100	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_6	7987	NK_H17_002__pl_5	10767	7987	100.0	100	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_7	19047	NK_H17_002__pl_1	160857	12417	100.0	65	unicycler
HyAsp	plasmid	NK_H17_002	plasmid_7	19047	NK_H17_002__pl_3	81349	6631	99.94	35	unicycler
HyAsp	plasmid	NK_H2_021	plasmid_0	81022	NK_H2_021__pl_2	116290	10208	100.0	13	unicycler
HyAsp	plasmid	NK_H2_021	plasmid_0	81022	NK_H2_021__pl_2	116290	13346	100.0	16	unicycler
HyAsp	plasmid	NK_H2_021	plasmid_0	81022	NK_H2_021__pl_2	116290	19565	100.0	24	unicycler
HyAsp	plasmid	NK_H2_021	plasmid_0	81022	NK_H2_021__pl_2	116290	43032	100.0	53	unicycler
HyAsp	plasmid	NK_H2_021	plasmid_1	126344	NK_H2_021__pl_1	126394	10178	99.833	8	unicycler
HyAsp	plasmid	NK_H2_021	plasmid_1	126344	NK_H2_021__pl_1	126394	22211	100.0	18	unicycler
HyAsp	plasmid	NK_H2_021	plasmid_1	126344	NK_H2_021__pl_1	126394	25905	99.988	21	unicycler
HyAsp	plasmid	NK_H2_021	plasmid_1	126344	NK_H2_021__pl_1	126394	69595	99.996	55	unicycler
HyAsp	plasmid	NK_H2_021	plasmid_20	180221	NK_H2_021__chr	5324501	180221	100.0	100	unicycler
HyAsp	plasmid	NK_H2_021	plasmid_2	35501	NK_H2_021__chr	5324501	35501	100.0	100	unicycler
HyAsp	plasmid	NK_H2_021	plasmid_3	12477	NK_H2_021__pl_2	116290	11296	100.0	91	unicycler
HyAsp	plasmid	NK_H2_021	plasmid_3	12477	NK_H2_021__pl_2	116290	871	100.0	7	unicycler
HyAsp	plasmid	NK_H2_021	plasmid_4	22739	NK_H2_021__pl_2	116290	22739	100.0	100	unicycler
HyAsp	plasmid	NK_H2_021	plasmid_5	34688	NK_H2_021__chr	5324501	34688	100.0	100	unicycler
HyAsp	plasmid	NK_H2_021	plasmid_6	130395	NK_H2_021__chr	5324501	130395	100.0	100	unicycler
HyAsp	plasmid	NK_H2_021	plasmid_7	4864	NK_H2_021__chr	5324501	4864	100.0	100	unicycler
HyAsp	plasmid	NK_H2_021	plasmid_8	27797	NK_H2_021__chr	5324501	27797	100.0	100	unicycler
HyAsp	plasmid	NK_H2_021	plasmid_9	4937	NK_H2_021__chr	5324501	4937	100.0	100	unicycler
HyAsp	plasmid	NK_H24_016	plasmid_0	111525	NK_H24_016__pl_1	111518	42767	100.0	38	unicycler
HyAsp	plasmid	NK_H24_016	plasmid_0	111525	NK_H24_016__pl_1	111518	68758	99.988	62	unicycler
HyAsp	plasmid	NK_H24_016	plasmid_1	5937	NK_H24_016__chr	5248128	5937	99.916	100	unicycler
HyAsp	plasmid	NK_H24_016	plasmid_2	36150	NK_H24_016__chr	5248128	36150	99.989	100	unicycler
