ToolName,tag,duration,total_seconds,total_minutes,peak_rss,peak_rss_gb
Platon,T7-179,1m 35s,95,1.5833333333333333,5.5 GB,5.5
geNomad,T7-165,4m 41s,281,4.683333333333334,18.8 GB,18.8
PLASMe,T7-165,4m 34s,274,4.566666666666666,4.7 GB,4.7
PlasmidHunter,T7-179,1m 56s,116,1.9333333333333333,3.6 GB,3.6
Plasmer,T7-179,2m 24s,144,2.4,14.2 GB,14.2
PlaScope (assembly),T7-180,4.8s,8,0.13333333333333333,967.3 MB,0.9672999999999999
PlasmidHunter,T7-180,1m 34s,94,1.5666666666666667,3.2 GB,3.2
PLASMe,T7-179,3m 53s,233,3.8833333333333333,4.3 GB,4.3
PlaScope (assembly),T7-185,4.8s,8,0.13333333333333333,959.1 MB,0.9591000000000001
Plasmer,T7-180,2m 8s,128,2.1333333333333333,14.6 GB,14.6
Platon,T7-180,1m 26s,86,1.4333333333333333,5 GB,5
MOB-suite,T7-179,5m 29s,329,5.483333333333333,1.6 GB,1.6
MOB-suite,T7-165,6m 21s,381,6.35,1.6 GB,1.6
geNomad,T7-179,4m 57s,297,4.95,18.8 GB,18.8
PlasmidHunter,T7-185,1m 37s,97,1.6166666666666667,3.3 GB,3.3
Platon,T7-185,1m 29s,89,1.4833333333333334,5.1 GB,5.1
geNomad,T7-180,5m 5s,305,5.083333333333333,18.8 GB,18.8
MOB-suite,T7-180,5m 19s,319,5.316666666666666,1.5 GB,1.5
Plasmer,T7-185,2m 45s,165,2.75,14.2 GB,14.2
Platon,T7-181,1m 17s,77,1.2833333333333334,4.5 GB,4.5
PLASMe,T7-180,4m 24s,264,4.4,4.3 GB,4.3
PlaScope (assembly),T7-181,5.8s,8,0.13333333333333333,970.2 MB,0.9702000000000001
PlasmidHunter,T7-181,1m 30s,90,1.5,3 GB,3
PLASMe,T7-185,4m 7s,247,4.116666666666666,4.4 GB,4.4
geNomad,T7-185,4m 38s,278,4.633333333333334,18.7 GB,18.7
MOB-suite,T7-181,4m 9s,249,4.15,732.1 MB,0.7321000000000001
PlaScope (assembly),T7-189,4s,4,0.06666666666666667,6.8 MB,0.0068
PlasmidHunter,T7-189,1m 34s,94,1.5666666666666667,3.2 GB,3.2
geNomad,T7-181,4m 8s,248,4.133333333333334,18.9 GB,18.9
Plasmer,T7-181,2m 3s,123,2.05,14.1 GB,14.1
MOB-suite,T7-185,5m 39s,339,5.65,1.6 GB,1.6
Platon,T7-189,2m 1s,121,2.0166666666666666,4.9 GB,4.9
PLASMe,T7-181,4m,240,4,4 GB,4
PlasmidHunter,T7-200,1m 25s,85,1.4166666666666667,3.2 GB,3.2
PlaScope (assembly),T7-200,3.4s,4,0.06666666666666667,6.6 MB,0.0066
Plasmer,T7-189,2m 43s,163,2.716666666666667,14.2 GB,14.2
Plasmer,T7-200,2m 49s,169,2.816666666666667,14.3 GB,14.3
Platon,T7-200,1m 36s,96,1.6,5.3 GB,5.3
PLASMe,T7-189,4m 35s,275,4.583333333333333,7.3 GB,7.3
PLASMe,T7-200,4m 22s,262,4.366666666666666,4.3 GB,4.3
geNomad,T7-189,4m 47s,287,4.783333333333333,18.7 GB,18.7
PlasmidHunter,T7-160,1m 50s,110,1.8333333333333333,4 GB,4
PlaScope (assembly),T7-160,12s,12,0.2,980.2 MB,0.9802000000000001
MOB-suite,T7-189,7m 12s,432,7.2,1.9 GB,1.9
MOB-suite,T7-200,5m 11s,311,5.183333333333334,1.3 GB,1.3
Platon,T7-160,1m 56s,116,1.9333333333333333,6.2 GB,6.2
geNomad,T7-200,4m 54s,294,4.9,18.7 GB,18.7
Plasmer,T7-160,2m 28s,148,2.466666666666667,15.1 GB,15.1
PLASMe,T7-160,4m 27s,267,4.45,4.6 GB,4.6
PlasmidHunter,T7-209,2m 1s,121,2.0166666666666666,3.5 GB,3.5
PlaScope (assembly),T7-209,18.6s,6,0.1,6.8 MB,0.0068
PlaScope (assembly),T7-213,14.8s,8,0.13333333333333333,973.6 MB,0.9736
MOB-suite,T7-160,5m 42s,342,5.7,1.1 GB,1.1
geNomad,T7-160,4m 34s,274,4.566666666666666,19.1 GB,19.1
Platon,T7-209,1m 54s,114,1.9,6.4 GB,6.4
Plasmer,T7-209,2m 53s,173,2.8833333333333333,15.1 GB,15.1
PlasmidHunter,T7-213,1m 24s,84,1.4,3 GB,3
Platon,T7-213,1m 22s,82,1.3666666666666667,4.5 GB,4.5
MOB-suite,T7-209,5m 25s,325,5.416666666666667,1 GB,1
PLASMe,T7-209,4m 38s,278,4.633333333333334,8.7 GB,8.7
PlaScope (assembly),T7-211,5s,5,0.08333333333333333,974.9 MB,0.9749
PLASMe,T7-213,3m 49s,229,3.816666666666667,4 GB,4
Plasmer,T7-213,2m 19s,139,2.316666666666667,14.2 GB,14.2
geNomad,T7-209,5m 17s,317,5.283333333333333,18.7 GB,18.7
Plasmer,T7-211,2m 17s,137,2.283333333333333,14.2 GB,14.2
geNomad,T7-213,4m 53s,293,4.883333333333334,19 GB,19
Platon,T7-211,1m 19s,79,1.3166666666666667,4.6 GB,4.6
PlasmidHunter,T7-211,1m 29s,89,1.4833333333333334,3.1 GB,3.1
PlaScope (assembly),T7-220,4.6s,6,0.1,983.7 MB,0.9837
MOB-suite,T7-213,4m 21s,261,4.35,723.8 MB,0.7238
PlasmidHunter,T7-220,1m 36s,96,1.6,3.9 GB,3.9
Plasmer,T7-220,1m 49s,109,1.8166666666666667,14.4 GB,14.4
Platon,T7-220,1m 19s,79,1.3166666666666667,6.2 GB,6.2
MOB-suite,T7-211,4m 50s,290,4.833333333333333,1.1 GB,1.1
Platon,T7-234,1m 43s,103,1.7166666666666666,5.1 GB,5.1
PLASMe,T7-211,3m 58s,238,3.966666666666667,4.3 GB,4.3
geNomad,T7-211,4m 58s,298,4.966666666666667,19.1 GB,19.1
PLASMe,T7-220,4m 11s,251,4.183333333333334,4.5 GB,4.5
PlasmidHunter,T7-234,1m 41s,101,1.6833333333333333,3.2 GB,3.2
geNomad,T7-220,5m 2s,302,5.033333333333333,19.1 GB,19.1
PlaScope (assembly),T7-225,4.1s,1,0.016666666666666666,6.8 MB,0.0068
Plasmer,T7-234,2m 18s,138,2.3,14.2 GB,14.2
PlasmidHunter,T7-225,1m 26s,86,1.4333333333333333,3.4 GB,3.4
PLASMe,T7-234,4m 26s,266,4.433333333333334,4.6 GB,4.6
geNomad,T7-234,4m 55s,295,4.916666666666667,18.8 GB,18.8
PlaScope (assembly),T7-240,4.1s,1,0.016666666666666666,6.9 MB,0.006900000000000001
MOB-suite,T7-220,5m 26s,326,5.433333333333334,1016.1 MB,1.0161
Platon,T7-225,1m 23s,83,1.3833333333333333,5.3 GB,5.3
PlasmidHunter,T7-240,1m 19s,79,1.3166666666666667,3.1 GB,3.1
Platon,T7-240,1m 7s,67,1.1166666666666667,4.8 GB,4.8
geNomad,T7-225,4m 9s,249,4.15,19.1 GB,19.1
Plasmer,T7-225,2m 34s,154,2.566666666666667,14.2 GB,14.2
MOB-suite,T7-234,5m 43s,343,5.716666666666667,1.5 GB,1.5
PLASMe,T7-225,4m 10s,250,4.166666666666667,4.5 GB,4.5
PlaScope (assembly),T7-242,3.7s,7,0.11666666666666667,6.8 MB,0.0068
Plasmer,T7-240,2m 19s,139,2.316666666666667,14.2 GB,14.2
PlasmidHunter,T7-242,1m 35s,95,1.5833333333333333,3.4 GB,3.4
MOB-suite,T7-240,4m 21s,261,4.35,735.1 MB,0.7351000000000001
geNomad,T7-240,4m 30s,270,4.5,18.8 GB,18.8
PlaScope (assembly),T7-259,4.4s,4,0.06666666666666667,6.8 MB,0.0068
MOB-suite,T7-225,5m 46s,346,5.766666666666667,1.7 GB,1.7
Platon,T7-242,1m 41s,101,1.6833333333333333,5.2 GB,5.2
PLASMe,T7-240,3m 28s,208,3.466666666666667,4.1 GB,4.1
Platon,T7-259,1m 14s,74,1.2333333333333334,5.6 GB,5.6
Plasmer,T7-242,2m 37s,157,2.6166666666666667,14.2 GB,14.2
PLASMe,T7-242,4m 20s,260,4.333333333333333,5.8 GB,5.8
PlasmidHunter,T7-259,1m 25s,85,1.4166666666666667,3.5 GB,3.5
Plasmer,T7-259,2m 28s,148,2.466666666666667,14.2 GB,14.2
PlaScope (assembly),T7-262,6.2s,2,0.03333333333333333,976.7 MB,0.9767
geNomad,T7-242,4m 47s,287,4.783333333333333,18.7 GB,18.7
PlasmidHunter,T7-262,1m 35s,95,1.5833333333333333,3.2 GB,3.2
MOB-suite,T7-242,6m 16s,376,6.266666666666667,2 GB,2
Platon,T7-262,1m 24s,84,1.4,5 GB,5
Plasmer,T7-262,1m 57s,117,1.95,14.2 GB,14.2
PLASMe,T7-259,4m 4s,244,4.066666666666666,6.5 GB,6.5
PlaScope (assembly),T7-267,4.9s,9,0.15,6.8 MB,0.0068
PlasmidHunter,T7-267,1m 55s,115,1.9166666666666667,4.3 GB,4.3
geNomad,T7-259,4m 49s,289,4.816666666666666,18.8 GB,18.8
MOB-suite,T7-259,5m 40s,340,5.666666666666667,1.1 GB,1.1
geNomad,T7-262,4m 58s,298,4.966666666666667,19.1 GB,19.1
Platon,T7-267,2m 5s,125,2.0833333333333335,6.8 GB,6.8
PlaScope (assembly),T7-273,3.5s,5,0.08333333333333333,6.9 MB,0.006900000000000001
PLASMe,T7-262,4m,240,4,4.3 GB,4.3
Platon,T7-273,1m 7s,67,1.1166666666666667,4.8 GB,4.8
geNomad,T7-267,4m 8s,248,4.133333333333334,18.8 GB,18.8
PlasmidHunter,T7-273,1m 31s,91,1.5166666666666666,3.1 GB,3.1
MOB-suite,T7-262,4m 57s,297,4.95,988.6 MB,0.9886
Plasmer,T7-273,1m 43s,103,1.7166666666666666,14.5 GB,14.5
Plasmer,T7-267,2m 39s,159,2.65,14.2 GB,14.2
PlaScope (assembly),T7-286,4.9s,9,0.15,978.2 MB,0.9782000000000001
MOB-suite,T7-267,5m 47s,347,5.783333333333333,1.4 GB,1.4
PLASMe,T7-267,4m 23s,263,4.383333333333334,5.6 GB,5.6
Platon,T7-286,1m 19s,79,1.3166666666666667,4.8 GB,4.8
PlasmidHunter,T7-286,1m 38s,98,1.6333333333333333,3.1 GB,3.1
Plasmer,T7-286,2m 9s,129,2.15,14.7 GB,14.7
MOB-suite,T7-273,4m 52s,292,4.866666666666666,1.2 GB,1.2
PLASMe,T7-286,3m 41s,221,3.683333333333333,4.8 GB,4.8
PLASMe,T7-273,4m 18s,258,4.3,4.2 GB,4.2
PlaScope (assembly),T7-289,4.5s,5,0.08333333333333333,966.7 MB,0.9667000000000001
Platon,T7-289,1m 24s,84,1.4,5 GB,5
geNomad,T7-273,4m 38s,278,4.633333333333334,19.1 GB,19.1
geNomad,T7-286,4m 12s,252,4.2,19.2 GB,19.2
PlasmidHunter,T7-289,1m 42s,102,1.7,3.2 GB,3.2
Platon,T7-290,1m 14s,74,1.2333333333333334,5.1 GB,5.1
Plasmer,T7-289,2m 23s,143,2.3833333333333333,14.2 GB,14.2
PLASMe,T7-289,3m 59s,239,3.9833333333333334,4.7 GB,4.7
PlaScope (assembly),T7-290,4.5s,5,0.08333333333333333,6.7 MB,0.0067
MOB-suite,T7-286,4m 26s,266,4.433333333333334,717.2 MB,0.7172000000000001
PlasmidHunter,T7-290,1m 33s,93,1.55,3.3 GB,3.3
Platon,T7-292,1m 17s,77,1.2833333333333334,5 GB,5
MOB-suite,T7-289,5m 16s,316,5.266666666666667,1.4 GB,1.4
PlaScope (assembly),T7-292,4.7s,7,0.11666666666666667,969.5 MB,0.9695
Plasmer,T7-290,2m 16s,136,2.2666666666666666,14.9 GB,14.9
geNomad,T7-289,4m 12s,252,4.2,18.8 GB,18.8
Plasmer,T7-292,2m 18s,138,2.3,14.2 GB,14.2
PLASMe,T7-290,4m 1s,241,4.016666666666667,4.2 GB,4.2
MOB-suite,T7-290,4m 33s,273,4.55,899.6 MB,0.8996000000000001
PlaScope (assembly),T7-296,3.7s,7,0.11666666666666667,6.9 MB,0.006900000000000001
PlasmidHunter,T7-292,1m 23s,83,1.3833333333333333,3.3 GB,3.3
geNomad,T7-290,4m 37s,277,4.616666666666666,18.9 GB,18.9
PlasmidHunter,T7-296,1m 32s,92,1.5333333333333334,3.4 GB,3.4
Platon,T7-296,1m 34s,94,1.5666666666666667,5.3 GB,5.3
Plasmer,T7-296,2m 47s,167,2.783333333333333,14.6 GB,14.6
geNomad,T7-292,4m 35s,275,4.583333333333333,19.2 GB,19.2
PLASMe,T7-292,4m 10s,250,4.166666666666667,5.1 GB,5.1
PlaScope (assembly),T7-311,5.2s,2,0.03333333333333333,964.2 MB,0.9642000000000001
geNomad,T7-296,4m 37s,277,4.616666666666666,18.7 GB,18.7
PLASMe,T7-296,4m 33s,273,4.55,6.8 GB,6.8
PlasmidHunter,T7-311,1m 56s,116,1.9333333333333333,4.1 GB,4.1
MOB-suite,T7-292,5m 23s,323,5.383333333333334,1.3 GB,1.3
Plasmer,T7-311,2m 37s,157,2.6166666666666667,14.2 GB,14.2
PlaScope (assembly),T7-333,4.8s,8,0.13333333333333333,970.8 MB,0.9708
Platon,T7-333,1m 12s,72,1.2,4.7 GB,4.7
MOB-suite,T7-296,6m 39s,399,6.65,1.9 GB,1.9
Platon,T7-311,1m 51s,111,1.85,6.6 GB,6.6
geNomad,T7-311,5m 3s,303,5.05,18.8 GB,18.8
PlaScope (assembly),T7-326,4s,4,0.06666666666666667,6.8 MB,0.0068
Plasmer,T7-333,2m 4s,124,2.066666666666667,14.2 GB,14.2
PlasmidHunter,T7-333,1m 30s,90,1.5,3.1 GB,3.1
PlasmidHunter,T7-326,1m 31s,91,1.5166666666666666,3.1 GB,3.1
PLASMe,T7-311,4m 32s,272,4.533333333333333,4.8 GB,4.8
PLASMe,T7-333,3m 48s,228,3.8,4 GB,4
Platon,T7-326,1m 25s,85,1.4166666666666667,4.9 GB,4.9
PlaScope (assembly),T7-335,5s,5,0.08333333333333333,977.3 MB,0.9773
geNomad,T7-333,4m 34s,274,4.566666666666666,19.1 GB,19.1
MOB-suite,T7-311,7m 50s,470,7.833333333333333,2.2 GB,2.2
Plasmer,T7-326,2m 6s,126,2.1,14.1 GB,14.1
MOB-suite,T7-333,4m 16s,256,4.266666666666667,724.3 MB,0.7242999999999999
Platon,T7-335,1m 17s,77,1.2833333333333334,5.7 GB,5.7
PlasmidHunter,T7-335,1m 28s,88,1.4666666666666666,3.7 GB,3.7
MOB-suite,T7-326,5m 3s,303,5.05,1.2 GB,1.2
PlaScope (assembly),T7-349,5.1s,1,0.016666666666666666,6.6 MB,0.0066
PlasmidHunter,T7-349,1m 36s,96,1.6,3.3 GB,3.3
geNomad,T7-326,4m 16s,256,4.266666666666667,18.8 GB,18.8
PLASMe,T7-326,4m 4s,244,4.066666666666666,4.3 GB,4.3
Plasmer,T7-335,2m 16s,136,2.2666666666666666,14.2 GB,14.2
PLASMe,T7-335,4m 8s,248,4.133333333333334,4.4 GB,4.4
Platon,T7-349,1m 32s,92,1.5333333333333334,5.1 GB,5.1
Platon,T7-365,1m 23s,83,1.3833333333333333,5.6 GB,5.6
MOB-suite,T7-335,4m 52s,292,4.866666666666666,920.9 MB,0.9209
PlaScope (assembly),T7-365,4.3s,3,0.05,6.8 MB,0.0068
PlasmidHunter,T7-365,1m 41s,101,1.6833333333333333,3.4 GB,3.4
geNomad,T7-335,5m,300,5,19.1 GB,19.1
Plasmer,T7-349,2m 34s,154,2.566666666666667,14.2 GB,14.2
PLASMe,T7-349,4m 13s,253,4.216666666666667,5.5 GB,5.5
Plasmer,T7-365,2m 2s,122,2.033333333333333,13.7 GB,13.7
PlaScope (assembly),T7-378,4.3s,3,0.05,6.9 MB,0.006900000000000001
Platon,T7-378,1m 29s,89,1.4833333333333334,4.9 GB,4.9
PlasmidHunter,T7-378,1m 49s,109,1.8166666666666667,3.1 GB,3.1
geNomad,T7-349,4m 31s,271,4.516666666666667,18.7 GB,18.7
MOB-suite,T7-349,6m 2s,362,6.033333333333333,1.9 GB,1.9
PLASMe,T7-365,3m 57s,237,3.95,4.4 GB,4.4
PlaScope (assembly),T7-393,5.1s,1,0.016666666666666666,6.8 MB,0.0068
PlasmidHunter,T7-393,1m 34s,94,1.5666666666666667,3.3 GB,3.3
Plasmer,T7-378,2m 12s,132,2.2,14 GB,14
MOB-suite,T7-365,5m 11s,311,5.183333333333334,1.5 GB,1.5
geNomad,T7-365,4m 28s,268,4.466666666666667,18.9 GB,18.9
Platon,T7-393,1m 30s,90,1.5,5.3 GB,5.3
PlasmidHunter,T7-398,1m 31s,91,1.5166666666666666,3.1 GB,3.1
Plasmer,T7-393,2m 11s,131,2.183333333333333,14.2 GB,14.2
PlaScope (assembly),T7-398,4.8s,8,0.13333333333333333,6.7 MB,0.0067
PLASMe,T7-378,4m 15s,255,4.25,5.7 GB,5.7
geNomad,T7-378,4m 53s,293,4.883333333333334,18.9 GB,18.9
PLASMe,T7-393,4m 28s,268,4.466666666666667,9.6 GB,9.6
MOB-suite,T7-378,5m 51s,351,5.85,1.6 GB,1.6
PlaScope (assembly),T7-410,5.3s,3,0.05,963.8 MB,0.9638
Platon,T7-398,1m 41s,101,1.6833333333333333,4.8 GB,4.8
Platon,T7-410,1m 27s,87,1.45,5.7 GB,5.7
Plasmer,T7-398,2m 45s,165,2.75,15.1 GB,15.1
MOB-suite,T7-393,5m 39s,339,5.65,1.4 GB,1.4
geNomad,T7-393,5m 52s,352,5.866666666666666,18.9 GB,18.9
geNomad,T7-398,4m 4s,244,4.066666666666666,18.7 GB,18.7
PLASMe,T7-398,4m 12s,252,4.2,4.9 GB,4.9
PlasmidHunter,T7-410,1m 37s,97,1.6166666666666667,3.6 GB,3.6
Plasmer,T7-410,2m 44s,164,2.7333333333333334,14.2 GB,14.2
MOB-suite,T7-398,6m 6s,366,6.1,1.8 GB,1.8
PlaScope (assembly),T7-402,4.9s,9,0.15,16.5 MB,0.0165
PlasmidHunter,T7-402,1m 54s,114,1.9,3.6 GB,3.6
Plasmer,T7-402,1m 57s,117,1.95,14.2 GB,14.2
PLASMe,T7-410,3m 59s,239,3.9833333333333334,5.4 GB,5.4
Platon,T7-402,1m 23s,83,1.3833333333333333,5.7 GB,5.7
PlaScope (assembly),T7-394,4.6s,6,0.1,7 MB,0.007
geNomad,T7-410,4m 46s,286,4.766666666666667,18.7 GB,18.7
MOB-suite,T7-410,5m 47s,347,5.783333333333333,1.6 GB,1.6
PlasmidHunter,T7-394,1m 29s,89,1.4833333333333334,3.4 GB,3.4
Platon,T7-394,1m 33s,93,1.55,5.9 GB,5.9
Plasmer,T7-394,2m 47s,167,2.783333333333333,14.9 GB,14.9
PLASMe,T7-402,4m 8s,248,4.133333333333334,4.4 GB,4.4
geNomad,T7-402,4m 43s,283,4.716666666666667,18.9 GB,18.9
PlaScope (assembly),T7-424,6s,6,0.1,6.9 MB,0.006900000000000001
Platon,T7-424,1m 29s,89,1.4833333333333334,5.3 GB,5.3
MOB-suite,T7-402,5m 9s,309,5.15,1.4 GB,1.4
PLASMe,T7-394,4m 47s,287,4.783333333333333,9.8 GB,9.8
PlaScope (assembly),T7-414,3.8s,8,0.13333333333333333,6.8 MB,0.0068
PlasmidHunter,T7-424,1m 28s,88,1.4666666666666666,3.4 GB,3.4
Plasmer,T7-424,2m 20s,140,2.3333333333333335,14.3 GB,14.3
PLASMe,T7-424,4m 9s,249,4.15,4.4 GB,4.4
MOB-suite,T7-394,6m 2s,362,6.033333333333333,1.4 GB,1.4
geNomad,T7-394,5m 39s,339,5.65,18.7 GB,18.7
Platon,T7-414,1m 25s,85,1.4166666666666667,5.2 GB,5.2
PlasmidHunter,T7-414,1m 20s,80,1.3333333333333333,3 GB,3
geNomad,T7-424,4m 18s,258,4.3,18.7 GB,18.7
PlaScope (assembly),T7-425,3.8s,8,0.13333333333333333,6.7 MB,0.0067
Plasmer,T7-414,2m 41s,161,2.683333333333333,14 GB,14
PlasmidHunter,T7-425,1m 36s,96,1.6,3.9 GB,3.9
MOB-suite,T7-424,5m 3s,303,5.05,1.3 GB,1.3
PLASMe,T7-414,3m 53s,233,3.8833333333333333,9.2 GB,9.2
geNomad,T7-414,4m 44s,284,4.733333333333333,18.7 GB,18.7
PlaScope (assembly),T7-442,3.3s,3,0.05,6.8 MB,0.0068
MOB-suite,T7-414,5m 29s,329,5.483333333333333,1.4 GB,1.4
PLASMe,T7-425,4m 34s,274,4.566666666666666,5.1 GB,5.1
Plasmer,T7-425,2m 39s,159,2.65,14.7 GB,14.7
Platon,T7-425,1m 38s,98,1.6333333333333333,6.2 GB,6.2
PlasmidHunter,T7-442,1m 25s,85,1.4166666666666667,3.4 GB,3.4
Platon,T7-442,1m 18s,78,1.3,5.3 GB,5.3
geNomad,T7-425,5m,300,5,18.8 GB,18.8
Plasmer,T7-442,2m 13s,133,2.216666666666667,14.6 GB,14.6
PlaScope (assembly),T7-445,4.6s,6,0.1,972.1 MB,0.9721000000000001
MOB-suite,T7-425,5m 56s,356,5.933333333333334,1.3 GB,1.3
Plasmer,T7-445,2m 4s,124,2.066666666666667,13.4 GB,13.4
Platon,T7-445,1m 15s,75,1.25,4.7 GB,4.7
PLASMe,T7-442,4m 8s,248,4.133333333333334,4.6 GB,4.6
PlasmidHunter,T7-445,1m 27s,87,1.45,3.1 GB,3.1
PlasmidHunter,T7-439,1m 37s,97,1.6166666666666667,3.3 GB,3.3
PlaScope (assembly),T7-439,3.8s,8,0.13333333333333333,6.8 MB,0.0068
geNomad,T7-442,4m 15s,255,4.25,18.8 GB,18.8
MOB-suite,T7-445,4m 9s,249,4.15,713.3 MB,0.7132999999999999
geNomad,T7-445,3m 51s,231,3.85,18.9 GB,18.9
PLASMe,T7-445,3m 34s,214,3.566666666666667,4 GB,4
Platon,T7-457,1m 14s,74,1.2333333333333334,4.8 GB,4.8
Platon,T7-439,1m 25s,85,1.4166666666666667,5 GB,5
PlaScope (assembly),T7-457,3.6s,6,0.1,6.8 MB,0.0068
MOB-suite,T7-442,5m 32s,332,5.533333333333333,1.5 GB,1.5
Plasmer,T7-439,2m 51s,171,2.85,14.1 GB,14.1
PlasmidHunter,T7-457,1m 32s,92,1.5333333333333334,3.1 GB,3.1
PlaScope (assembly),T7-472,4.5s,5,0.08333333333333333,976.8 MB,0.9768
PlasmidHunter,T7-472,1m 21s,81,1.35,3.2 GB,3.2
geNomad,T7-439,4m 22s,262,4.366666666666666,18.7 GB,18.7
Plasmer,T7-457,1m 45s,105,1.75,14.8 GB,14.8
PLASMe,T7-439,4m 24s,264,4.4,4.3 GB,4.3
Platon,T7-472,1m 4s,64,1.0666666666666667,4.9 GB,4.9
PLASMe,T7-457,3m 44s,224,3.7333333333333334,4.2 GB,4.2
PlaScope (assembly),T7-475,4.8s,8,0.13333333333333333,970.8 MB,0.9708
Plasmer,T7-472,2m 13s,133,2.216666666666667,14.2 GB,14.2
MOB-suite,T7-439,5m 41s,341,5.683333333333334,1.3 GB,1.3
geNomad,T7-457,5m 7s,307,5.116666666666666,18.9 GB,18.9
MOB-suite,T7-457,4m 28s,268,4.466666666666667,1.2 GB,1.2
PlasmidHunter,T7-475,1m 30s,90,1.5,3.1 GB,3.1
PlaScope (assembly),T7-460,4.4s,4,0.06666666666666667,970.9 MB,0.9709
Platon,T7-475,1m 11s,71,1.1833333333333333,4.8 GB,4.8
PLASMe,T7-472,3m 53s,233,3.8833333333333333,4.1 GB,4.1
MOB-suite,T7-472,4m 9s,249,4.15,717.3 MB,0.7172999999999999
Plasmer,T7-475,2m 15s,135,2.25,14.2 GB,14.2
geNomad,T7-472,4m 42s,282,4.7,18.9 GB,18.9
PlasmidHunter,T7-460,1m 40s,100,1.6666666666666667,3.4 GB,3.4
Platon,T7-460,1m 11s,71,1.1833333333333333,5.3 GB,5.3
PLASMe,T7-475,3m 25s,205,3.4166666666666665,4 GB,4
geNomad,T7-475,5m 1s,301,5.016666666666667,18.8 GB,18.8
PlaScope (assembly),T7-482,4.6s,6,0.1,965.8 MB,0.9658
MOB-suite,T7-475,4m 10s,250,4.166666666666667,712 MB,0.712
Plasmer,T7-460,2m 9s,129,2.15,14 GB,14
geNomad,T7-460,4m 45s,285,4.75,18.9 GB,18.9
PlasmidHunter,T7-482,1m 52s,112,1.8666666666666667,3.5 GB,3.5
MOB-suite,T7-460,4m 59s,299,4.983333333333333,1.3 GB,1.3
Platon,T7-482,1m 35s,95,1.5833333333333333,6 GB,6
PLASMe,T7-460,4m 13s,253,4.216666666666667,4.5 GB,4.5
Platon,T7-488,1m 17s,77,1.2833333333333334,5.2 GB,5.2
Plasmer,T7-482,2m 22s,142,2.3666666666666667,15.1 GB,15.1
PlaScope (assembly),T7-488,4.3s,3,0.05,6.8 MB,0.0068
geNomad,T7-482,3m 49s,229,3.816666666666667,18.9 GB,18.9
PlaScope (assembly),T7-493,4.5s,5,0.08333333333333333,6.8 MB,0.0068
PLASMe,T7-482,4m 6s,246,4.1,4.5 GB,4.5
PlasmidHunter,T7-488,1m 21s,81,1.35,3.4 GB,3.4
MOB-suite,T7-482,5m 32s,332,5.533333333333333,1.6 GB,1.6
PlasmidHunter,T7-493,1m 22s,82,1.3666666666666667,3.8 GB,3.8
Plasmer,T7-488,2m 58s,178,2.966666666666667,14.2 GB,14.2
Platon,T7-493,1m 32s,92,1.5333333333333334,6 GB,6
geNomad,T7-488,4m 37s,277,4.616666666666666,18.7 GB,18.7
PLASMe,T7-488,4m 49s,289,4.816666666666666,4.4 GB,4.4
MOB-suite,T7-488,5m 43s,343,5.716666666666667,1.2 GB,1.2
Plasmer,T7-493,3m 55s,235,3.9166666666666665,14.3 GB,14.3
PLASMe,T7-493,5m 55s,355,5.916666666666667,4.6 GB,4.6
geNomad,T7-493,6m 51s,411,6.85,18.7 GB,18.7
MOB-suite,T7-493,9m 6s,546,9.1,1.4 GB,1.4
Unicycler,KGMAR-2016-1397,42m 33s,2553,42.55,5.2 GB,5.2
Unicycler,KGVET-2020-01-2328-1,48m 8s,2888,48.13333333333333,4.8 GB,4.8
Unicycler,2018-01-3094,56m 23s,3383,56.38333333333333,5.2 GB,5.2
Unicycler,2018-01-2640,1h 15s,3615,60.25,5.2 GB,5.2
Unicycler,2018-01-3218,1h 9m 57s,4197,69.95,5.2 GB,5.2
Unicycler,KGVET-2020-01-2209-1,1h 13m 9s,4389,73.15,5.2 GB,5.2
Unicycler,KGVET-2020-01-3421-1,47m 21s,2841,47.35,5.2 GB,5.2
Unicycler,KGVET-2020-01-2846-1,1h 31m 4s,5464,91.06666666666666,5.3 GB,5.3
Unicycler,KGVET-2020-01-2959-1,38m 22s,2302,38.36666666666667,5.2 GB,5.2
Unicycler,KGMAR-2020-428,57m 16s,3436,57.266666666666666,5.2 GB,5.2
Unicycler,2018-01-2730,2h 13m 17s,7997,133.28333333333333,6.6 GB,6.6
Unicycler,KGMAR-2019-2186,1h 13m 27s,4407,73.45,5.1 GB,5.1
Unicycler,2018-01-2085,2h 24m 7s,8647,144.11666666666667,5.9 GB,5.9
Unicycler,KGVET-2020-01-2677-1,1h 1m,3660,61,5.2 GB,5.2
Unicycler,KGVET-2020-01-2496-3,58m 10s,3490,58.166666666666664,5.2 GB,5.2
Unicycler,KGVET-2020-01-2158-1,1h 24m 58s,5098,84.96666666666667,5.2 GB,5.2
Unicycler,KGVET-2019-01-3472-4,1h 19m 27s,4767,79.45,5 GB,5
Unicycler,KGVET-2020-01-1661,43m 34s,2614,43.56666666666667,5.1 GB,5.1
Unicycler,KGMAR-2019-1459,43m 31s,2611,43.516666666666666,5.2 GB,5.2
Unicycler,2018-01-2734,2h 13m 46s,8026,133.76666666666668,6.1 GB,6.1
Unicycler,2018-01-711,1h 25m 23s,5123,85.38333333333334,5.2 GB,5.2
